gene	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	degree	closeness	betweenness	eigenvector	kcore	clusteringcoeff	leverage	bridging	average_neighbors	class
PFDN2	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	0.01445105603871052	0.4721810547116216	2.2626391316102883e-05	0.0016044852801491384	181	0.35614973262032085	-0.3515	1.3023958644032723e-07	867.5203619909503	
USP14	3.0	1.0	0.0	0.0	33.0	2.0	0.0	0.0	0.0	0.020270712090498917	0.4751149496706848	2.413915301173505e-06	0.0029555224099539327	278	0.7560288130284999	-0.4197	1.6664778502348562e-08	1086.8612903225803	
PI3	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0	0.002615575753612764	0.3920075874090024	5.746893359277637e-06	0.0001345629376074532	28	0.5884615384615385	-0.3742	2.3249991410872828e-07	328.6	
SMUG1	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0	0.018439809062969992	0.4774437263900596	5.294106384976621e-05	0.0025751350062949182	208	0.2247797884959996	-0.2678	2.050358959313585e-07	930.4751773049644	
DUSP14	1.0	1.0	2.0	0.0	18.0	2.0	0.0	0.0	0.0	0.02654809389916956	0.4859703199974578	1.1209081793391266e-05	0.00741002737916517	342	0.4503679377242595	-0.436	5.394452638066349e-08	1565.0788177339905	
HSD3B2	1.0	0.0	0.0	0.0	63.0	2.0	0.0	0.0	0.0	0.051330674164650494	0.4842008611955421	4.867791114763573e-05	0.016469077814391442	539	0.8243923046925776	-0.1356	5.480970264053626e-08	1176.1133757961784	
AGPAT3	1.0	0.0	0.0	0.0	27.0	3.0	0.0	2.0	1.0	0.0001307787876806382	0.3238052891232082	0.0	2.7665481449363118e-06	2	1.0	-0.9639	0.0	236.5	
ACSM3	3.0	2.0	1.0	0.0	52.0	4.0	0.0	5.0	0.0	0.012881710586542862	0.4669333170493405	7.7058081334679e-06	0.002491628255625841	175	0.45286439448876	-0.5103	9.508559317167091e-08	1152.0050761421319	
KCNE4	1.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.012554763617341268	0.4728087803369918	1.5361477219430298e-05	0.002330646842371207	169	0.3973603839441536	-0.5073	1.4873900461671893e-07	1067.6041666666667	
OR6C65	4.0	0.0	0.0	0.0	52.0	2.0	0.0	0.0	0.0	0.06695873929248676	0.4914203084832905	1.0089389472041699e-05	0.021719932931202952	599	0.766745708088954	-0.0283	9.856620068685018e-09	1208.2490234375	
DPPA2	2.0	0.0	0.0	0.0	78.0	5.0	0.0	3.0	0.0	0.0038579742365788274	0.4014859153080779	5.428962557639657e-06	0.00020236971195828428	50	0.22092343658679134	-0.4706	1.3199292934758547e-07	381.7118644067797	
CRLF2	0.0	0.0	0.0	0.0	22.0	5.0	0.0	0.0	0.0	0.017720525730726477	0.4656820950060902	1.738337820669189e-06	0.0042953107219622965	253	0.6590405904059039	-0.5011	1.6193934647639166e-08	1304.9151291512915	driver
SLC30A2	0.0	1.0	0.0	0.0	30.0	2.0	0.0	2.0	0.0	0.0003923363630419145	0.31950944342303195	8.547028312051095e-07	1.9601120536064846e-06	5	0.8	-0.399	2.401674569876429e-07	43.83333333333334	
ANKS1B	2.0	1.0	0.0	0.0	168.0	8.0	0.0	10.0	0.0	0.0037925848427385078	0.4242869825768505	1.6004146773440897e-06	0.00042210893217563923	57	0.29401088929219604	-0.7228	1.264910292120369e-07	641.2758620689656	
TRAIP	0.0	0.0	0.0	0.0	37.0	1.0	0.0	2.0	0.0	0.01785130451840711	0.47225396041132706	5.764086359616876e-06	0.0027235919498945203	240	0.4487179487179487	-0.4127	4.0819760518356933e-08	1063.018315018315	
UBA3	0.0	1.0	2.0	0.0	28.0	2.0	0.0	1.0	0.0	0.0684626953508141	0.5045695997888416	0.00019880989510632558	0.00997097443398829	396	0.3367355697148002	0.118	1.0211518331224567e-07	1028.5119388729704	
MORN4	1.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	0.00019616818152095726	0.3205273306505701	0.0	1.718699062868903e-06	3	1.0	-0.6646	0.0	67.66666666666667	
MMP13	3.0	1.0	0.0	0.0	77.0	7.0	0.0	1.0	0.0	0.030144510560387108	0.4810632274300095	4.2730431324277414e-05	0.004593885377509111	301	0.2900782797321513	-0.1603	8.632923316913648e-08	945.5726681127983	
BAZ2A	5.0	2.0	0.0	1.0	117.0	11.0	0.0	5.0	0.0	0.03616033479369647	0.4836495888678052	1.837754133498087e-05	0.006163371452885045	364	0.4151793904132925	-0.1688	3.326087050339073e-08	1112.4358047016274	
TSHZ2	8.0	5.0	2.0	0.0	253.0	10.0	0.0	0.0	0.0	0.0071274439285947825	0.4484356214995748	5.711957571030609e-07	0.001592594616769275	107	0.699116547740401	-0.7493	2.9565148731087035e-08	1517.1009174311926	
EPN2	6.0	5.0	0.0	0.0	49.0	1.0	0.0	0.0	0.0	0.04335316811613157	0.4871157827679567	3.476726280298697e-05	0.006114234223309692	368	0.3360127225419566	-0.0177	4.133140896211231e-08	887.2669683257918	
ZNF365	6.0	0.0	1.0	0.0	69.0	6.0	0.0	2.0	0.0	0.018374419669129668	0.47899896639208206	2.9930559208147083e-05	0.0034089665288884108	242	0.3034824605998983	-0.4486	2.1885987383493814e-07	1302.8220640569396	
ATP12A	1.0	0.0	0.0	0.0	122.0	7.0	0.0	4.0	0.0	0.0030079121166546787	0.4275489949397523	1.9655827501103355e-06	0.000734993916513629	42	0.6260869565217392	-0.7126	1.6361685935262428e-07	1270.5652173913045	
UBE2B	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.053553913555221336	0.4882354819142483	6.446128717423379e-05	0.00776979548770772	396	0.3334557319887393	0.0312	5.374977656558902e-08	962.4969474969477	
PCDHGB1	3.0	1.0	0.0	0.0	129.0	12.0	0.0	0.0	0.0	0.006735107565552867	0.3966026970954357	5.274987044617682e-06	0.000177173849231337	86	0.7645155149438416	-0.2163	6.567555764954776e-08	266.50485436893206	
ABCA4	1.0	1.0	0.0	0.0	228.0	17.0	0.0	15.0	0.0	0.001961681815209573	0.3681511795859413	2.861718824367078e-07	0.0001826095936307592	30	0.5586206896551724	-0.7958	7.403597282384303e-08	492.86666666666673	
COL4A5	2.0	2.0	0.0	0.0	263.0	19.0	0.0	10.0	0.0	0.029294448440462962	0.4709450928463647	2.658860034023918e-05	0.0029153739745428693	264	0.4017857142857143	-0.0005	4.287891056250627e-08	661.203125	
IL32	1.0	2.0	0.0	0.0	21.0	3.0	1.0	1.0	0.0	0.011573922709736482	0.4741133432539682	1.071547268495828e-05	0.002911323101675823	172	0.4393939393939394	-0.6446	1.949087797772483e-07	1654.9830508474577	
OGG1	1.0	2.0	0.0	0.0	30.0	1.0	0.0	0.0	0.0	0.05028444386320539	0.498744415093109	0.0002429807514936904	0.0072351676221331955	365	0.2023969169917642	0.0436	2.035726727746712e-07	985.6618985695708	
TBC1D21	2.0	0.0	0.0	0.0	43.0	4.0	0.0	0.0	1.0	0.00019616818152095726	0.3262993940428437	0.0	4.552813812727378e-06	3	1.0	-0.9617	0.0	231.0	
EPHB1	4.0	2.0	0.0	0.0	231.0	12.0	0.0	3.0	1.0	0.04374550447917348	0.4862639109697933	4.828314848856797e-05	0.00731459692293188	358	0.3454302158015807	-0.0202	5.2718189167957925e-08	973.4170403587443	false_driver
ZNF99	6.0	1.0	0.0	0.0	226.0	26.0	0.0	2.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	6.97525228684772e-09	1253.3467153284669	
MAST1	3.0	0.0	1.0	0.0	137.0	5.0	0.0	2.0	0.0	0.029686784803504868	0.4911046885035325	3.1589690692570255e-05	0.005451066981019423	330	0.3697036885764021	-0.2654	9.262478329448386e-08	1178.988986784141	
LYNX1	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0028117439351337216	0.43081300354949575	6.331038170320636e-06	0.0007412866741894491	37	0.45182724252491707	-0.6665	4.1379128226632865e-07	1532.9534883720928	
PABPC4	5.0	0.0	0.0	0.0	60.0	6.0	0.0	2.0	0.0	0.025763421173085724	0.4658239415169053	0.00010371386834497012	0.0015426308930475516	255	0.3032123067384818	0.0073	1.4894701817216326e-07	534.6548223350254	
MRPS6	1.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.01615118027855882	0.4650448532765698	0.0002621396710224883	0.0008307365678036058	132	0.2912675685461308	-0.0113	7.83807156328983e-07	418.2105263157895	
MED9	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.029817563591185512	0.4782948645774692	1.454720531783446e-05	0.005708598556146273	351	0.5434065934065934	-0.2435	3.522356548964978e-08	1105.3530701754387	
MYLK3	4.0	0.0	0.0	0.0	101.0	4.0	0.0	4.0	0.0	0.04446478781141699	0.4750264024352364	2.5012389392370057e-05	0.013054603994509743	529	0.6508533310231309	-0.1456	4.02148947382577e-08	1077.6088235294117	
ZC3H10	2.0	0.0	1.0	0.0	26.0	4.0	0.0	0.0	0.0	0.012947099980383184	0.4670046111094146	7.638467297339733e-06	0.0011223797329144704	151	0.5598625852432959	-0.3149	6.00123324775416e-08	632.2171717171718	
SH3RF3	2.0	0.0	0.0	0.0	55.0	3.0	0.0	1.0	0.0	0.023670960570195517	0.4805492709904475	3.57046429397999e-05	0.004030902076781424	293	0.25596486126628	-0.338	1.5617274443397956e-07	1174.4972375690609	
STK11	23.0	10.0	0.0	1.0	60.0	37.0	0.0	13.0	0.0	0.045053292355979865	0.4924013136711958	7.663773796541609e-05	0.007598719599827645	365	0.21177473250751008	0.0272	6.936434151408634e-08	942.7039187227864	driver
ITPR3	7.0	2.0	2.0	1.0	182.0	10.0	0.0	3.0	0.0	0.055711763551951884	0.4807003206135664	0.00012046675810395137	0.014742268726631112	539	0.5021874293154146	0.0321	6.815259558155832e-08	983.362676056338	
CP	12.0	0.0	1.0	0.0	93.0	10.0	0.0	4.0	0.0	0.011181586346694566	0.4557999523128278	1.9872731188012178e-05	0.0013218027492472356	132	0.4101823185414517	-0.3287	1.394907468017694e-07	783.3099415204679	
COASY	2.0	0.0	1.0	0.0	39.0	2.0	0.0	1.0	0.0	0.0030079121166546787	0.4453147749111875	3.946859845572442e-06	0.0007130557467706178	44	0.38067632850241545	-0.8084	4.6901429156596136e-07	1520.8478260869565	
NEB	28.0	8.0	2.0	0.0	644.0	55.0	0.0	30.0	0.0	0.007519780291636697	0.4191355825362458	6.2255968450940914e-06	0.000364118383365597	92	0.4338672768878719	-0.3122	7.239889544061128e-08	383.89565217391305	false_driver
CHD9	10.0	4.0	3.0	0.0	172.0	20.0	0.0	5.0	0.0	0.03857974236578827	0.4873641607444469	1.7912667454065044e-05	0.007037940576868561	366	0.42843659175275534	-0.0985	2.546236842143228e-08	1029.2694915254235	
KCNH6	1.0	2.0	1.0	0.0	132.0	6.0	0.0	2.0	0.0	0.0028117439351337216	0.3705776873122032	7.116469961469475e-07	0.00012806878304060708	42	0.9723145071982281	-0.3211	2.702551120921116e-08	244.44186046511632	
DAZAP2	0.0	1.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.023670960570195517	0.4717004410721446	9.202563180509831e-05	0.0014809241042079279	188	0.1754947123551828	0.0943	1.3085973803232145e-07	434.38121546961327	
PLD2	3.0	1.0	1.0	1.0	64.0	5.0	0.0	0.0	0.0	0.06107369384685804	0.4982082356007298	0.00011035215673503889	0.01135681328121952	395	0.2946058281750977	0.099	6.260776541568508e-08	1022.7194860813704	
FBL	2.0	0.0	0.0	0.0	27.0	4.0	0.0	0.0	1.0	0.029229059046622638	0.4604938271604938	6.944051845044528e-05	0.0015183606844146305	255	0.459194831512525	0.0641	9.051639778840057e-08	527.8747203579418	
DSPP	1.0	0.0	2.0	0.0	111.0	4.0	0.0	1.0	0.0	0.045576407506702415	0.4962681723779855	9.877975101872644e-05	0.008580179375878435	368	0.2570787776843286	-0.0647	1.1610529719965484e-07	1175.7360114777616	
YWHAZ	2.0	1.0	0.0	0.0	19.0	0.0	0.0	1.0	0.0	0.2185967436081868	0.552353089897786	0.003897391136198894	0.026459832809305882	435	0.0834008663923097	0.6991	1.0962600416417381e-07	656.9569249177385	
SERPINB2	0.0	1.0	0.0	0.0	65.0	4.0	1.0	1.0	0.0	0.045511018112862095	0.49517549540215	3.527566766647315e-05	0.010025322375186056	396	0.3812618870420905	-0.1646	5.414069355555494e-08	1291.6336206896553	
TAS2R42	1.0	3.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.04158765448244295	0.4713369906922271	4.193229143262792e-06	0.0107997833868706	438	0.7347843312038825	-0.17800000000000002	8.530557128027503e-09	1123.6069182389938	
TADA2B	0.0	1.0	1.0	0.0	31.0	4.0	0.0	0.0	0.0	0.053684692342901984	0.4818058662297974	5.025170920698399e-05	0.011189202179569794	406	0.3815364962419417	-0.0265	4.568579516623281e-08	1046.2326431181486	
RBPMS	0.0	0.0	0.0	0.0	12.0	1.0	1.0	1.0	0.0	0.051265284770810174	0.4967033680860048	0.0002714658806062581	0.007070481133699508	365	0.17968566737039646	0.1417	1.3258961136045065e-07	874.7066326530612	
UCP1	1.0	0.0	0.0	0.0	20.0	4.0	0.0	1.0	0.0	0.02223239390570849	0.4770267319629433	1.7693197518433915e-05	0.00464439463641986	282	0.4946729134131529	-0.341	7.787764034844563e-08	1211.3529411764705	
PCBP4	0.0	0.0	0.0	0.0	20.0	3.0	0.0	2.0	0.0	0.013535604524946052	0.4792992133387658	2.233211165272543e-05	0.001891974770858339	170	0.3224989447024061	-0.4159	1.7276143609036625e-07	988.3140096618356	
ZNF398	1.0	0.0	0.0	0.0	58.0	2.0	0.0	0.0	0.0	0.054403975675145495	0.4950632870415331	2.721433383480893e-05	0.012450054487422773	472	0.5317735814125706	-0.079	3.231341568094596e-08	1208.076923076923	
AHRR	1.0	0.0	0.0	0.0	68.0	1.0	0.0	4.0	0.0	0.06342771202510952	0.4964776158166413	3.063990875267365e-05	0.014445635818819082	472	0.4831338503931144	0.0002	2.650391677707066e-08	1172.7958762886599	
PLEKHG2	4.0	1.0	0.0	0.0	108.0	8.0	0.0	0.0	0.0	0.02779049238213561	0.4766698874793505	1.1026515109431293e-05	0.004267755184466872	298	0.5454162042175361	-0.1962	3.151841968710017e-08	933.9482352941176	
TCP11	1.0	2.0	1.0	0.0	44.0	4.0	0.0	0.0	0.0	0.08435231805401164	0.5062063486809439	0.0004730972022393409	0.020035327666612767	539	0.3622879342799237	0.1803	2.0538264747622455e-07	1039.1178294573645	
VAX2	4.0	2.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0	0.012227816648139671	0.4416240723093361	3.591151343625476e-06	0.0017895072882071882	174	0.5471795756425737	-0.4778	3.98538387759859e-08	992.6737967914438	
HLA-DQA1	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.06316615444974825	0.4901288378950067	0.000325655226791122	0.007310834651640472	383	0.20937148006307726	0.2901	1.2737697749009248e-07	628.5910973084888	
CADPS	3.0	0.0	1.0	0.0	183.0	15.0	0.0	6.0	0.0	0.001242398482966063	0.35937022676536245	9.471788546859032e-07	5.0470328671104245e-05	19	0.2222222222222222	-0.6935	2.4108106036691463e-07	250.4736842105264	
VKORC1	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0010462303014451056	0.3820957425544673	5.312584643860181e-07	8.556718040077387e-05	15	0.39166666666666666	-0.6886	1.2624589993316414e-07	515.0625	
NXF5	2.0	0.0	0.0	0.0	58.0	5.0	0.0	11.0	0.0	0.02197083633034722	0.4462373435265968	9.828426717458272e-06	0.0015819406254541828	263	0.5325870646766169	-0.3397	5.206093012073347e-08	818.7291666666665	
MALL	0.0	0.0	0.0	0.0	9.0	1.0	0.0	1.0	0.0	0.018505198456810302	0.481214600377596	1.6486887068148538e-05	0.003525346897902542	236	0.3007292684760544	-0.3971	9.769548467844643e-08	1207.47703180212	
OGN	0.0	0.0	0.0	0.0	25.0	2.0	0.0	3.0	0.0	0.0041849212057804225	0.3922589581142432	3.23182196397482e-05	0.00018512611316790729	50	0.44246031746031744	-0.2122	5.023518635376186e-07	302.046875	
OLR1	1.0	0.0	0.0	0.0	26.0	5.0	0.0	1.0	0.0	0.02177466814882626	0.4781752235632543	6.224277920906775e-06	0.0050168809875731435	289	0.5224863417634502	-0.4249	3.6719751634720034e-08	1385.8528528528534	
TALDO1	0.0	0.0	3.0	0.0	26.0	3.0	0.0	0.0	0.0	0.020009154515137646	0.4841395466632898	7.929618430362901e-05	0.0032461702432210328	242	0.3082610093217615	-0.3207	2.5896465192366684e-07	989.0915032679736	
TG	21.0	10.0	3.0	0.0	426.0	28.0	0.0	11.0	1.0	0.01379716210030733	0.4681339537161748	2.0966737625667e-05	0.002886853058925579	180	0.4681561724215753	-0.4441	1.406972735367456e-07	1149.7630331753555	false_driver
GYPA	0.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0	0.0007192833322435103	0.36225601667614177	4.9878303880352504e-09	6.937031450800362e-05	11	0.8	-0.8092	3.418917247796981e-09	562.4545454545455	
DRP2	3.0	1.0	0.0	0.0	110.0	4.0	0.0	2.0	0.0	0.005231151507225528	0.430534050280116	2.0991740129743367e-05	0.0006226214577964713	68	0.3933544303797468	-0.519	3.759970033563802e-07	777.075	
DPH7	2.0	1.0	0.0	0.0	25.0	3.0	0.0	1.0	0.0	0.007519780291636697	0.4358594351184199	7.348477758277456e-07	0.0005774419881990063	115	0.7505720823798627	-0.6373	2.6104580089291705e-08	805.2086956521739	
INSM2	4.0	5.0	0.0	0.0	30.0	1.0	0.0	0.0	0.0	0.007454390897796378	0.4434038851841113	1.5431763004448885e-06	0.0011613294541097405	108	0.4850178543704394	-0.6096	4.2837515823792484e-08	876.3157894736843	
TMEM62	4.0	0.0	1.0	0.0	35.0	1.0	0.0	0.0	0.0	0.0025501863597724448	0.3815713964919285	1.8591456646468608e-06	0.00016422161979899906	36	0.3900134952766532	-0.6184	1.1936923772217018e-07	397.5128205128205	
FANCM	10.0	3.0	1.0	0.0	182.0	24.0	1.0	5.0	0.0	0.020989995422742432	0.4519208037825059	0.00013261985545585806	0.0027212108822461355	272	0.7273753894080996	-0.384	2.7046725988208753e-07	985.3956386292834	
CLDN5	2.0	1.0	2.0	0.0	16.0	0.0	0.0	0.0	0.0	0.05244229385993592	0.4985168041203508	8.877384426075232e-05	0.011377873458608379	396	0.4087845305587467	-0.1075	9.555133428658572e-08	1299.3902743142144	
ATXN7L2	3.0	0.0	0.0	0.0	57.0	1.0	0.0	3.0	0.0	0.008239063623880208	0.4403651232434923	5.656472162069393e-06	0.0007043888236405088	108	0.5304126984126984	-0.4427	8.962852374025193e-08	536.1507936507936	
NEURL4	9.0	0.0	0.0	0.0	118.0	4.0	0.0	3.0	0.0	0.005688877264107762	0.4477922230030452	1.0490434726700126e-06	0.0008795650725439403	86	0.4883720930232558	-0.7709	8.485213727255735e-08	1226.3218390804598	
DEFA5	0.0	0.0	0.0	0.0	10.0	1.0	1.0	0.0	0.0	0.0016347348460079775	0.3711983300565548	1.5976157333981232e-06	9.4251443094539e-05	19	0.37	-0.485	1.1693570301082256e-07	335.48	
KCNJ3	4.0	3.0	0.0	0.0	135.0	12.0	0.0	1.0	0.0	0.06375465899431113	0.4629192396173871	1.4536866683411794e-05	0.018353183239707627	599	0.6668878007687042	0.0285	1.1762664128321607e-08	1018.254358974359	
LAMTOR2	2.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.017720525730726477	0.4614943569316193	1.2110405146023807e-05	0.0024698453429190404	194	0.3922919229192292	-0.2325	5.274549015374224e-08	755.1254612546126	
PCDHAC1	2.0	0.0	0.0	1.0	163.0	7.0	0.0	1.0	0.0	0.0007846727260838293	0.32364767628883434	0.0	6.586900284635122e-06	12	1.0	-0.7812	0.0	154.58333333333334	
WDR87	6.0	4.0	0.0	0.0	91.0	8.0	0.0	0.0	0.0	0.017916693912247438	0.46235941468134	5.943622112264335e-06	0.0021922293714494623	261	0.5815085158150851	-0.4799	5.6081289063938044e-08	1055.897810218978	
DLGAP1	2.0	1.0	0.0	0.0	117.0	13.0	0.0	5.0	0.0	0.010200745439089779	0.4442669145629376	1.2830948498182507e-05	0.0012587440482445312	123	0.38726220016542606	-0.3378	1.0669771389197364e-07	653.6217948717949	
CALML4	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.05786961354868241	0.4820336632415054	7.912755834432377e-05	0.01440792353279655	539	0.4654625865991768	0.0839	4.6836408113270435e-08	909.9050847457628	
PURB	0.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0	0.04132609690708167	0.4900974234072555	1.4561278253768881e-05	0.009937711090642851	421	0.5456679171096712	-0.2196	3.057962560633783e-08	1294.4082278481012	
ZNF721	4.0	0.0	2.0	0.0	81.0	7.0	0.0	0.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	6.97525228684772e-09	1253.3467153284669	driver
PAX9	2.0	0.0	0.0	0.0	30.0	3.0	0.0	0.0	0.0	0.01150853331589616	0.4500456137253171	1.8556776825143963e-06	0.001752925550827093	163	0.6250649350649351	-0.4753	2.4162652182622147e-08	1000.4602272727273	
OR4A47	3.0	2.0	0.0	0.0	81.0	4.0	0.0	0.0	0.0	0.06695873929248676	0.4914203084832905	1.0089389472041699e-05	0.021719932931202952	599	0.766745708088954	-0.0283	9.85662006868502e-09	1208.2490234375	
BAIAP3	1.0	1.0	0.0	0.0	103.0	3.0	1.0	6.0	0.0	0.0026809651474530827	0.43168859030090895	2.265093773967662e-06	0.00020644212563423653	40	0.4	-0.6534	2.2566074039010548e-07	636.9268292682926	
POLR2D	0.0	1.0	0.0	0.0	5.0	3.0	0.0	1.0	0.0	0.12508991041653045	0.5122425054429743	0.00038909962677307936	0.013585536220787772	396	0.1819378312230565	0.4977	4.860502760516292e-08	714.9979090433875	
TEX15	11.0	4.0	0.0	0.0	285.0	28.0	0.0	3.0	0.0	0.027725102988295298	0.4769374707625136	1.59322535769518e-05	0.004465623712369153	305	0.4256545787055622	-0.2384	4.6783280907864034e-08	1117.8537735849056	
NRXN3	3.0	3.0	0.0	0.0	255.0	15.0	0.0	4.0	0.0	0.0102661348329301	0.4381948424068768	1.9120403098926884e-05	0.0007993063553917463	122	0.2711905928466438	-0.252	1.359486955323413e-07	466.5668789808917	false_driver
AASS	2.0	1.0	0.0	0.0	101.0	10.0	0.0	4.0	0.0	0.0005231151507225528	0.36602762021014335	6.47821368970154e-08	8.735820068850252e-05	8	0.6071428571428571	-0.9323	2.12835896692533e-07	1016.875	
HAUS3	5.0	1.0	0.0	0.0	33.0	6.0	0.0	1.0	0.0	0.02249395148106977	0.4576550155614077	6.0954442204443476e-06	0.0016123833241860847	252	0.5636144823377857	-0.1151	1.7980671325613955e-08	572.4680232558139	
CD96	3.0	0.0	1.0	0.0	96.0	3.0	0.0	6.0	0.0	0.0011770090891257438	0.39586353282253056	3.9383116824494226e-07	0.00016565346278375113	17	0.4509803921568628	-0.8042	1.3738971716605964e-07	930.3333333333336	
HDDC3	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0013731772706467012	0.410991668906208	3.894312269054382e-08	0.00033625295351035465	21	0.7190476190476189	-0.8454	1.5632562208941026e-08	1658.904761904762	
ZKSCAN7	0.0	2.0	1.0	0.0	61.0	5.0	0.0	0.0	0.0	0.001896292421369253	0.4049087876300671	3.1850983675375948e-06	0.00019458882319117456	22	0.625615763546798	-0.5144	2.4047362414240196e-07	697.3448275862069	
ARMCX2	5.0	1.0	1.0	0.0	74.0	5.0	0.0	1.0	0.0	0.0073236121101157405	0.4631154987584034	2.8053863075260797e-06	0.0007037931462915008	105	0.4116795366795367	-0.5454	6.949971629287144e-08	733.8214285714287	
PDRG1	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.002354018178251488	0.40210875052587297	5.510122969619172e-07	0.00016620384539050756	34	0.8126984126984127	-0.7533	7.163384711986753e-08	623.2222222222222	
TDG	2.0	0.0	0.0	1.0	40.0	3.0	0.0	3.0	0.0	0.05924279081932912	0.4989559543230016	8.086951343255705e-05	0.01165973637590074	396	0.3448660251484883	0.0118	5.6979289563147115e-08	1172.7218543046358	
TBCA	2.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.011966259072778396	0.4516938890037511	3.4222498421199807e-06	0.0008203803330306535	178	0.675674052723233	-0.4394	4.420003986255272e-08	668.672131147541	
ZNF223	2.0	1.0	0.0	0.0	43.0	9.0	0.0	1.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	6.97525228684772e-09	1253.3467153284669	
TIMP4	4.0	0.0	0.0	0.0	19.0	3.0	0.0	2.0	0.0	0.033021643889361144	0.4903331302702876	5.847371535536617e-05	0.007088885088313936	356	0.3040546911834041	-0.2396	1.1904546650882893e-07	1302.4574257425745	
ODF2	4.0	0.0	1.0	0.0	83.0	2.0	0.0	2.0	0.0	0.02622114692996796	0.4714677682892993	2.700896556334865e-05	0.0019931801454190407	252	0.447568578553616	-0.052000000000000005	5.824010681696052e-08	592.785536159601	
DLX6	3.0	0.0	1.0	0.0	21.0	2.0	0.0	0.0	0.0	0.02112077421042307	0.4655970285575108	6.3648864943167575e-06	0.003053187187749877	249	0.4427821471838163	-0.2634	2.6263108395678593e-08	875.8575851393189	
COX18	1.0	0.0	0.0	1.0	10.0	4.0	0.0	0.0	0.0	0.002877133328974041	0.35392270307799123	3.648384387586011e-07	5.705811362038365e-05	39	0.8224101479915433	-0.3517	1.4635220841252754e-08	145.8181818181818	
TRIM26	2.0	1.0	0.0	0.0	49.0	3.0	0.0	1.0	0.0	0.0510037271954489	0.4975274904027588	0.00010994976273817544	0.009106153435974887	389	0.2288074783581844	0.0059	9.796359383358439e-08	1074.4858974358974	
GLUD2	2.0	0.0	0.0	0.0	91.0	4.0	1.0	0.0	0.0	0.006342771202510953	0.4604660965915934	1.0189070151971204e-05	0.0010805253594421416	90	0.2794243986254296	-0.6428	2.87441274211062e-07	1090.1649484536083	
NSD1	44.0	14.0	2.0	0.0	224.0	45.0	0.0	10.0	0.0	0.061204472634538674	0.5009007238544431	9.255541274091296e-05	0.011698921014670913	396	0.2438845468257233	0.0351	6.345128470992567e-08	1157.1185897435898	driver
PRKCA	5.0	1.0	0.0	0.0	65.0	2.0	1.0	2.0	0.0	0.2589419996076636	0.5635686910377359	0.0036780103933758647	0.04415070773759425	599	0.12716786455104212	0.6973	9.307719616903244e-08	758.8371212121212	
PTRH2	0.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.05701955142875826	0.5001962451756394	0.00019200325949147128	0.009638751556792028	386	0.1920074995523441	0.0416	1.4671070401671792e-07	1119.5986238532112	
TOPBP1	9.0	2.0	1.0	0.0	98.0	9.0	0.0	4.0	0.0	0.03504871509841104	0.47541034568515295	8.779640686048478e-05	0.0039192771216068345	307	0.29538289859115635	0.0136	9.09212764635602e-08	741.7817164179105	
LPAR3	5.0	1.0	0.0	1.0	40.0	1.0	0.0	0.0	0.0	0.08631399986922121	0.4955124258821242	7.193164177376687e-05	0.02281098564584285	599	0.44627242860753097	0.1815	3.1215917731371065e-08	1040.9143939393941	
AP1M1	1.0	0.0	0.0	0.0	46.0	1.0	0.0	1.0	0.0	0.03001373177270647	0.4790139698051745	0.00015318084027803622	0.0030683097230754237	272	0.3032793903587636	-0.0377	1.912846723018105e-07	722.2200435729848	
