gene	kcore
CASP6	298
APOB	366
ATP13A2	230
DVL2	396
DVL3	396
IL7R	472
BHLHE40	396
AARS	195
CEBPB	410
NTRK1	396
FASN	255
ACADM	243
AATF	335
AR	539
ATM	396
ATR	369
CHEK2	342
DAPK3	411
E2F1	449
E2F2	383
E2F3	396
E2F6	359
ELF1	358
FOXP3	472
HDAC1	472
MAGED1	285
MAPKAPK2	358
MAX	451
PAWR	472
RB1	396
RBBP8	307
SIRT7	324
SP1	531
TFDP1	396
USF1	472
ABCA1	515
ABCA12	74
APOA2	330
APOA4	92
APOA5	195
APOE	346
JUN	539
NR1H2	396
RXRA	472
SP3	396
USF2	463
ABCA2	359
EGR1	472
SP4	157
ABCA7	71
ABCB1	396
CDX2	357
CEBPA	396
EGR2	396
ETS1	396
HIF1A	396
WT1	347
NR1H4	322
FOS	539
FABP6	222
ABCD4	226
TFAP2A	396
EED	391
CBX3	365
CBX5	396
ELOC	379
LRPPRC	229
PSMA2	396
PSMA5	396
PSMB3	396
PSMD14	396
RFC4	396
RNASEL	262
RRP1B	267
RTRAF	174
SLC25A4	223
SMARCA5	396
XRCC5	368
COPS5	467
DHX9	372
HNRNPA0	365
ABCF2	44
CASP9	389
OAS1	472
OAS2	472
OAS3	472
OASL	472
ABCG1	396
ABCG2	47
PIM1	472
AGPAT2	8
ABHD14B	365
TAF1	469
PLIN1	539
PLIN2	258
CDK6	438
HNRNPK	368
KRT19	328
KRT31	149
ATF3	472
BAZ2A	364
BCL2L1	472
BCL3	438
BRCA1	472
BRCA2	356
BRF2	365
CBFB	396
CCND2	472
CDK2	396
CDK5	412
CHRD	131
DDB1	396
FOSL1	396
FOXF2	286
GATA2	472
GTF2F1	373
GTF2IRD1	241
HDAC2	472
IRF1	472
ITGB3	396
JAK1	472
LATS2	224
MAVS	396
MED14	396
MED25	363
MSH5	241
MYC	472
NCOA3	515
NELFB	365
NELFE	365
NFKBIA	531
ORC1	364
PARP1	396
PCNA	396
PDGFRA	472
PPP3CA	281
PRDX1	206
RAD51	320
RAD52	271
RAD9A	289
RUNX1	425
RUNX2	486
RYBP	282
SEMA7A	244
SIRT6	365
SMARCA4	396
SMARCB1	396
SORBS3	199
SRPK2	287
STAT2	472
STAT5A	472
STAT5B	472
STK4	365
TERT	389
TOPBP1	307
TP63	472
TP73	472
TRAF6	472
TRIM39	349
TWIST1	396
UHMK1	58
XRCC6	396
ZNF263	268
BCL6	443
IKZF3	396
PAX5	370
ABRAXAS1	338
BABAM1	339
BABAM2	368
BARD1	372
BRCC3	342
H2AFX	395
H4C1	396
HERC2	362
MDC1	365
MRE11	356
NBN	369
NSD2	396
PAXIP1	396
PIAS4	472
RAD50	395
RIF1	297
RNF168	323
RNF4	372
RNF8	354
TP53BP1	396
UBE2N	381
UBE2V2	365
UIMC1	339
NLRP3	228
ABT1	317
GTF2B	396
TBP	396
EEF1A2	263
ACAA1	195
PPARA	503
PPARG	438
RXRB	389
RXRG	386
BNIP3	218
FKBP2	132
PGK1	365
ACACA	302
PRKAA1	599
PRKAA2	599
PRKAB1	599
PRKAB2	599
PRKAG1	599
PRKAG2	599
PRKAG3	599
SIRT1	396
SREBF1	396
ACACB	204
CPT1A	363
CPT1B	356
CPT1C	356
MLX	191
MLXIPL	502
ACADL	164
HADHB	298
PPARD	398
LDHA	365
PXDN	365
ADAMTS1	53
ADAMTS4	78
ADAMTS5	82
B4GALT1	130
CTSB	254
HAPLN1	351
PCOLCE	201
SOX9	510
TNC	301
TNFAIP6	231
CORO1A	276
DEK	358
SF3B1	365
GTF2E1	365
IL6ST	472
TNPO1	255
ACD	189
LMNA	341
LMNB1	289
NEIL3	273
POT1	189
REC8	237
SMC1B	207
STAG3	211
SUN1	204
SUN2	204
SYCP2	209
SYCP3	204
SYNE1	219
SYNE2	216
TERF1	237
TERF2	269
TERF2IP	234
TINF2	216
AGT	472
ACE2	101
ACHE	346
ATF1	509
CREB1	539
SAP18	365
SF3A2	365
CCL17	286
CCL2	457
CCL5	396
CCL7	306
CCL8	278
CXCL8	562
CCL1	396
CCL11	539
CCL13	396
CCL14	351
CCL15	298
CCL15-CCL14	263
CCL16	396
CCL19	452
CCL20	417
CCL21	396
CCL22	330
CCL23	417
CCL24	307
CCL25	396
CCL26	346
CCL3	352
CCL3L1	352
CCL4	566
CCL4L1	301
CX3CL1	396
CXCL10	472
CXCL9	472
XCL1	396
XCL2	396
NME2	317
ACO1	346
ALDOC	211
CKB	114
GPD1	108
GPD1L	51
GPD2	171
MCL1	472
ACOT8	219
IRF3	396
ACOX1	239
HNF4A	396
ACOX2	223
ACOX3	255
ACP5	396
FOSB	396
FOSL2	396
JUNB	472
JUND	472
NFATC1	527
ACSBG1	239
ACSBG2	239
ACSL1	239
ACSL3	272
ACSL4	239
ACSL5	239
ACSL6	239
ACSM3	175
HOXA9	291
SIRT3	114
ACSS2	249
CKM	75
MRTFA	340
PRKN	379
TNNI3	501
TRIM63	150
CALD1	281
FBLN1	271
IL36A	127
TGFB1I1	262
ACTL6A	386
ACTL6B	271
ACTR5	274
ACTR8	274
ARID1A	396
ARID1B	472
ARID2	184
ATF2	539
BAZ1B	395
BRD7	329
BRD8	359
CARM1	497
CAV1	539
CCNT2	365
CD3EAP	365
COL1A1	403
COPS2	396
COPS3	365
COPS4	365
COPS6	395
COPS7A	350
COPS7B	340
COPS8	363
CSNK2B	472
CUL4A	389
CUL4B	395
DDB2	373
DDX21	378
DMAP1	181
DPF1	203
DPF3	161
EP400	355
EPC1	304
ERCC6	396
FBXO25	347
FN1	396
GPS1	365
GTF2A1	396
GTF3A	356
HNRNPA1	395
HNRNPU	368
ING3	331
INO80	274
INO80B	274
INO80C	274
INO80D	274
INO80E	274
IRF-1	331
IRF2	396
IRF7	472
ITGA5	354
ITGAX	395
KAT2B	396
KDM3A	473
KDM3B	490
MCRS1	274
MEAF6	272
MEF2C	510
MORF4L1	145
MORF4L2	298
MRGBP	112
MYBBP1A	378
MYO1C	354
NFRKB	291
PBRM1	201
PFDN5	276
PHF10	472
POLR1A	365
POLR1B	365
POLR1C	365
POLR1D	365
POLR1E	365
POLR2	370
POLR2E	396
POLR2F	396
POLR2H	396
POLR2K	396
POLR2L	396
RAD1	306
RAD23B	375
RBX1	396
RPA1	396
RRN3	315
RUVBL1	374
RUVBL2	365
SET	302
SMARCA2	402
SMARCC1	396
SMARCC2	396
SMARCD1	362
SMARCD2	364
SMARCD3	390
SMARCE1	396
STK3	272
TAF1A	373
TAF1B	373
TAF1C	373
TAF1D	373
TAF7	395
TFPT	274
THRA	389
TRRAP	372
TWISTNB	365
UCHL5	369
VPS72	271
XPC	379
YEATS4	133
YY1	396
ZNF703	188
ZNRD1	365
BCL11A	258
HSPB1	429
PKNOX1	370
RACK1	472
RNF2	365
SRF	389
TRADD	396
CDK9	395
CHAF1A	301
CREBBP	532
FBXO6	339
FEN1	282
FOXN1	225
FOXR1	72
GMFB	362
H2AZ1	212
HINT1	92
KAT2A	396
MED1	503
MTDH	202
RBBP4	396
SNW1	389
SUPT16H	365
TBL1XR1	396
TFCP2L1	206
TOP2B	274
WDR77	352
ALDOA	376
ANKRD1	364
CSRP1	396
PDLIM3	183
PDLIM4	218
TRAF4	365
TSG101	386
CACNB2	539
CAMK2A	472
CAMK2B	472
CAMK2D	472
CAMK2G	472
CSRP3	86
NCOA1	472
SCN5A	538
TNNC2	89
FBP1	187
NOS2	472
RIPK3	308
INS	472
PTGES3	331
AJUBA	396
BCL2L10	285
BCL2L2	281
MYCBP	326
PSMC4	396
BAK1	405
BMP2	190
ELF5	472
HMGB1	395
HNRNPA2B1	365
NR5A1	485
NR5A2	354
PBX3	266
RPRD1B	365
POU5F1	393
POU5F1B	296
PSMA3	396
SUB1	365
ACTR6	28
SRCAP	396
ACVR1	331
ACVR2A	187
ACVR2B	190
ACVRL1	272
AMH	308
AMHR2	194
BAMBI	184
BMP10	133
BMP4	228
BMP5	187
BMP6	263
BMP7	302
BMP8B	194
BMPR1A	290
BMPR2	306
DCAF6	336
ENG	338
GDF1	138
GDF11	183
GDF2	162
GDF5	170
GDF6	172
GDF7	137
HJV	131
IGSF1	366
INHBA	204
INHBB	162
INHBC	139
INHBE	137
MED16	398
MSTN	194
NODAL	137
RGMA	139
RGMB	159
SMAD1	396
SMAD5	396
SMAD6	288
SMAD9	393
SOCS6	472
SQSTM1	396
TGFB2	303
TGFB3	274
THRB	396
USP21	213
VDR	415
WDR61	366
CFC1	225
ELAVL2	365
FUS	365
NLK	366
ACVR1C	112
BMPR1B	346
DAXX	396
IRF8	421
MAGI2	165
SMURF2	396
TAL1	471
ZFYVE16	272
CTCFL	396
ADA	265
LEF1	396
NFIC	396
IL10RA	472
ARID4B	330
DDX3X	396
DLL1	280
DLL3	116
DTX1	376
KIAA1149	346
NOTCH1	396
NOTCH2	359
NOTCH3	396
TSPAN14	346
TSPAN15	346
TSPAN33	346
TSPAN5	346
SH3GLB1	255
TIMP3	472
DKFZP434N181	124
FURIN	165
GHR	472
IL6R	472
PDIA3	191
SHH	452
TNF	472
TNFRSF1B	396
ADAM19	303
CD9	264
MIPEP	273
ADAM23	105
CACNG2	539
CACNG3	531
CACNG4	534
CACNG8	531
PRNP	346
PLAU	378
ADAM8	174
CD40LG	378
CHL1	362
IL18R1	362
IL18RAP	346
TNFRSF1A	472
TNFSF11	466
PRSS50	132
ADAMTS14	109
ADAMTS16	346
ADAMTS2	109
ADAMTS3	117
ADAMTS8	303
ADAMTSL4	91
PLSCR1	452
ADAR	472
IRF9	472
ADARB1	48
L3MBTL1	240
PDK2	285
ADCY1	599
ADCY2	599
ADCY3	599
ADCY4	599
ADCY6	599
ADCY8	599
ADCY9	599
CALML4	539
CALML5	539
CALML6	539
CAMK4	599
EDN1	592
SLC12A2	539
PTGS1	379
AKAP5	539
TCF7L2	396
FSHR	404
LHCGR	472
REST	310
SUZ12	396
CGA	308
NPPA	310
POMC	396
VIP	453
DMTN	152
ADGRB3	121
TNFRSF13B	308
ADGRF1	191
SFTPB	99
ADGRG1	315
ADGRG5	134
FZD2	599
ADGRL3	25
ADGRV1	109
ALDH3A1	105
UGT2B17	105
PHGDH	301
ADIPOQ	324
CREB3L1	539
FOXA1	396
TNFSF14	345
APPL2	267
CAMKK2	279
ADIRF	365
CEBPD	396
EBF1	396
KLF5	396
NANOG	391
NR2F2	387
POU2F2	407
SREBF2	396
TCF12	396
ZNF467	375
ZNF638	255
ADM	396
CALCR	396
MME	396
ADNP	205
CBX1	298
DDX5	412
ADNP2	343
NPY	396
P2RY1	419
FLJ00404	542
NFIX	320
NOS1	374
CF	225
CNBP	261
GPRASP1	198
PRKAR1A	539
SLC9A3R1	566
SNX27	329
PSMA1	396
PSMA4	396
PSMA6	396
PSMA7	396
PSMA8	396
PSMB1	396
PSMB10	396
PSMB11	395
PSMB2	396
PSMB4	396
PSMB5	396
PSMB6	396
PSMB7	396
PSMB8	396
PSMB9	452
PSMC1	396
PSMC2	396
PSMC3	398
PSMC5	396
PSMC6	396
PSMD1	396
PSMD10	396
PSMD11	396
PSMD12	396
PSMD13	396
PSMD2	396
PSMD3	396
PSMD4	396
PSMD5	396
PSMD6	396
PSMD7	396
PSMD9	396
PSME1	396
PSME2	396
PSME3	396
PSME4	396
PSMF1	396
SEM1	396
ADSL	365
PTMS	282
RBBP7	396
ADTRP	322
VTN	351
AEBP2	309
EZH2	396
HMBOX1	121
JARID2	321
RYK	233
AFF4	365
CCNH	396
CCNK	376
CCNT1	386
CDC73	373
CDK7	396
CTDP1	365
CTR9	372
EAF1	365
EAF2	389
ELL	396
ELL3	365
ELOA	365
ELOA2	365
ELOA3	365
ELOB	377
ERCC2	396
ERCC3	396
FAM9A	188
GTF2F2	372
GTF2H1	396
GTF2H2	396
GTF2H3	386
GTF2H4	396
GTF2H5	384
IWS1	365
LEO1	372
MLLT1	365
MLLT3	365
MNAT1	396
NELFA	365
NELFCD	365
PAF1	365
POLR2A	396
POLR2B	396
POLR2C	396
POLR2D	396
POLR2G	396
POLR2I	396
POLR2J	396
RTF1	396
SIAH1	372
SSRP1	365
SUPT4H1	365
SUPT5H	365
SUPT6H	365
TCEA1	380
CHCHD2	103
PHB	365
PHB2	310
AFP	318
AGA	223
EPB41L1	295
POLR3A	375
HMGB1P1	179
NFKB2	396
NOX4	280
S100A12	396
S100B	396
TLR9	472
AGGF1	223
RBPJ	408
AGK	380
CUL1	396
AGO1	365
DHX36	145
YBX1	396
CNOT1	225
CNOT2	186
CNOT7	369
GIGYF2	211
MTA2	386
RBM4	343
TBK1	388
TCF4	396
DNAJA1	330
AGPAT1	8
AGR2	389
CD34	252
APOC2	103
APOC3	212
B3GAT3	374
ETV7	101
HPSE	103
LRP1	301
NCAM1	297
AGTR1	415
ANPEP	106
AOPEP	83
CMA1	176
CPA3	106
ENPEP	94
F2R	599
GATA1	396
REN	64
SERPINA6	145
AGTPBP1	396
AGTRAP	284
SERPINE1	396
ZBTB16	395
TXN2	55
AGXT	115
NANOGP1	193
NANOGP8	266
AHCY	346
AHCYL1	242
AHCYL2	83
C1ORF50	14
ITPR1	539
ITPR2	539
ITPR3	539
S100A10	271
AHR	472
AHRR	472
AIP	251
ARNT	396
ARNT2	346
ARNTL	396
CHD9	366
CYP1A1	147
CYP1B1	396
ESR1	564
HELZ2	371
ID2	395
IL17A	472
IL17F	472
IL21	458
IL22	449
MAF	396
NCOA2	472
NCOA6	396
NCOR2	396
NFE2L2	396
NR2F1	396
NRIP1	396
RELB	396
SNAI2	395
STAT4	472
STAT6	472
TAF4	365
TAF9	396
TBL1X	396
TGS1	375
SERBP1	299
AHSG	232
HRG	139
TLR4	396
AICDA	195
APEX1	389
BATF	396
GADD45A	370
HNRNPLL	216
IGHV1-18	197
IGHV1-24	197
IGHV1-3	197
IGHV1-45	197
IGHV1-58	197
IGHV1-69-2	197
IGHV1-69D	197
IGHV1-8	197
IGHV1OR15-1	197
IGHV1OR15-9	197
IGHV1OR21-1	197
IGHV5-10-1	197
IGHV5-51	197
PTBP3	161
RBM20	276
TDG	396
AIF1	305
AIFM1	209
BAG6	290
BAX	510
BCL2	472
ENDOG	158
GFER	52
H2AB1	195
H2AB2	195
H2AC11	212
H2AC14	212
H2AC4	386
H2AC7	201
H2AFJ	207
H2AFV	174
H2AFY	331
H2AFY2	212
HIST1H2AA	204
HIST1H2AC	392
HIST1H2AH	195
HIST2H2AA3	212
HIST2H2AB	213
HIST3H2A	212
KANK2	164
NOA1	105
PPIA	277
PRELID1	94
SLC25A5	316
TSC22D4	191
XIAP	386
AIM2	449
IFI16	406
PRDM1	334
PYCARD	283
GBP1	435
FUBP1	218
ZC3H12A	294
TARDBP	396
TLR3	372
TLR8	414
ASH2L	396
EGLN2	336
EGLN3	396
ESRRA	329
GFI1	396
GFI1B	279
HDAC3	472
HSF1	421
KDM6A	396
KMT2C	396
KMT2D	396
MAFK	355
NCOR1	396
PAGR1	396
PPARGC1A	396
RARG	392
RBBP5	396
SAV1	198
SCRT1	74
SCRT2	77
SIN3A	451
SNAI1	396
TRIP6	352
VHL	396
WDR5	396
PRKAR2A	519
SIAH2	365
AKAP10	539
ZBTB33	334
FHL1	472
CSNK2A1	515
JMJD6	384
PPP3CB	276
RYR2	539
AKAP8	336
CCND1	472
CLEC11A	269
NCAPD2	289
RPS6KA1	374
AKAP8L	365
GPS2	396
PITX1	191
TFAP2D	125
CLIC1	381
KDM1A	378
AKIRIN2	273
PPID	342
SIX5	247
CD40	472
LMO1	213
AKNAD1	346
AKR1B1	380
BPGM	92
PGD	191
SOD2	339
AKR1B10	92
AKR1C1	200
AKR1C3	539
POU2F1	396
SOD1	352
ASXL1	365
ATF4	539
ATF6B	539
BAG1	358
BCL2L11	385
BECN1	369
BIRC2	396
BIRC3	396
BRPF1	284
CARD11	316
CARHSP1	253
CCNI	386
CHUK	396
CLIP3	279
CNOT9	365
CREB3	539
CREB3L2	539
CREB3L3	539
CREB3L4	539
CREB5	539
CTBP1	395
DCAF5	274
DKFZP686N2325	539
DNMT1	412
FADD	396
FAF1	297
FAS	472
FBXW7	396
FOXA2	396
FOXO6	354
GAPDH	383
GLI2	508
GNRH1	438
H2BC1	340
HIST1H2BB	339
HIST2H2BE	301
HMOX1	396
IKBKE	396
IL2	472
IL24	449
IL2RA	472
IL2RB	472
IL2RG	472
ING5	386
IRAK2	368
JAK3	472
KAT6A	396
KLHL3	274
MAP3K14	396
MAP3K8	396
MSH2	378
MTA3	395
MTCP1	396
NCOA4	390
NFKBIE	383
NIBAN1	378
NR4A1	515
NSD3	248
OGT	304
OPTN	357
OSGIN1	216
PA2G4	302
PDE3A	539
PDHB	106
PEA15	396
PELP1	389
PHF20	284
PHLPP2	365
PIAS2	472
PINK1	298
PLP1	386
PPARGC1B	360
PPM1A	367
PPP1CB	359
PPP2R1B	472
PPP2R2D	463
PPRC1	312
PRR5	138
PTPA	307
RARB	396
RASL10B	365
RBP1	396
RGCC	396
RICTOR	278
RORC	358
RPS6KB2	530
SETDB1	278
SFPQ	372
SLC2A5	365
SOX2	357
SRR	396
STK40	365
STUB1	396
TBC1D7	383
TCL1A	262
TCL1B	396
TLR2	386
TRIB1	386
TRIB2	354
TRIB3	377
TRIM15	386
UBE2D1	396
VCP	396
XBP1	389
ZFP36L1	329
ZHX1	354
ZNF691	396
IGBP1	397
ANKRD2	247
BCL2A1	396
UBE2O	196
POLA2	241
ALAS1	132
UROS	299
ALAS2	310
NFE2L1	350
APOC1	110
CRYAA	68
CRYAB	401
FOXA3	396
RBP4	219
SETX	227
SLC10A1	114
SLCO1A2	163
SLCO1B1	114
SLCO1B3	114
TTR	181
ALDH1A1	396
TLX1	99
ALDH1A2	396
HEY1	388
ALDH3A2	84
ASNA1	132
EMD	178
GET4	123
SGTA	246
UBE2J2	215
ALDOB	237
PGAM1	218
PGAM2	113
PGAM4	111
PGK2	218
CKMT1A	49
GLO1	389
TAGLN2	61
PTN	406
DNAJB6	539
ASCC2	91
ASCC3	83
ALKBH8	274
ALOX12B	57
SAT1	387
ALOX15B	396
MEF2A	479
ALOX5	278
ALOX5AP	141
HSD17B1	539
LTC4S	395
CEBPE	378
ALPG	223
ALPI	395
TAB1	365
TAB2	365
ALPK3	168
ALX4	169
ONECUT1	336
ALX3	18
JDP2	396
CDX1	261
CTBP2	365
DLX2	266
HOXA10	363
HOXA11	329
HOXA3	353
HOXB13	139
HOXB6	251
HOXC4	324
HOXD12	122
HOXD3	238
MIXL1	40
POU3F4	261
POU4F2	346
RAX	225
SOX10	198
SOX15	322
TLE5	365
AQR	370
CCAR1	365
CWC27	364
ELAVL1	365
HNRNPD	375
HNRNPF	365
HNRNPH2	365
HNRNPR	365
ISY1	370
LSM5	365
LSM6	365
LSM7	365
LSM8	365
PCBP1	365
PCBP2	365
PCF11	365
PPIE	372
PPIH	365
PPWD1	365
PRPF19	373
PRPF3	365
PRPF38A	365
PRPF4	365
PRPF6	365
RBMX	365
SF1	365
SF3A1	365
SNRNP27	365
SNRPA	365
SNRPC	365
SRRT	365
SRSF10	365
SYF2	365
USP39	365
XAB2	372
ATG5	176
BECN2	137
IRGM	472
GNPDA1	271
AMELX	190
AMELY	118
AMER1	372
AMER3	124
AXIN1	396
BTRC	467
SKP1	396
WNT1	586
AXIN2	396
AMFR	357
BOK	339
GPI	226
HERPUD1	192
OS9	365
SEL1L	305
TMUB1	68
UBE2D2	372
UBE2D3	375
UBE2T	307
USP13	253
CFLAR	376
GREM2	85
LONP1	116
MBD3	380
NBL1	122
NOG	160
AMN	85
LMO4	440
MOB1A	81
MOB1B	81
DDIT3	396
HTATIP2	75
AMPD3	278
ANAPC1	372
ANAPC11	372
ANAPC15	372
ANAPC16	372
ANAPC2	379
ANAPC4	372
ANAPC5	377
ANAPC7	372
CCNB3	323
CCNE1	396
CCNE2	375
CDC16	377
CDC23	372
CDC26	372
CDC27	380
CDC6	372
EHMT1	472
EHMT2	472
FBXO5	362
FZR1	379
SKP2	396
UBE2C	372
USP1	308
VENTX	224
UBE2K	388
MAPK6	389
ETS2	396
ANGPTL1	114
ANGPTL4	351
GPIHBP1	89
LPL	198
PCSK6	102
PCSK5	155
ANGPTL7	346
SCN1B	534
SLC4A1	126
SLC8A1	538
TNIK	333
ATP1B1	539
ANKH	197
ANKRA2	238
HDAC5	396
TSHZ3	324
BRMS1	317
CAPN3	112
CASQ2	180
FHL2	396
ID3	245
MYF5	374
MYF6	363
MYOD1	396
MYOG	396
ANKRD12	141
FOXM1	396
ANKRD17	124
DDX58	399
G3BP1	331
IFIH1	250
NOD2	391
SPN	207
CCDC85B	242
ANKRD49	113
COMMD1	328
ANKS4B	161
ANO1	173
ANP32A	293
ANP32B	262
E4F1	391
HMGB2	324
CALR	354
MEOX2	164
PTMA	388
TRAF3	396
ZBTB7A	334
ANP32C	391
TRIM24	396
ANP32D	381
ANP32E	330
NFYA	396
FLI1	365
KCNH2	220
MYB	396
ANTXR1	302
APBB1	356
BAG3	267
OTUB1	396
RIPK1	457
S100A11	298
ZBTB1	216
PDCD6	202
HLF	396
PLAT	266
S100A6	181
FBN1	214
KCNMA1	539
SRI	238
ANXA9	389
AOX1	472
CD74	307
HEXIM1	365
PRMT6	364
GRIP1	342
NECAP2	302
RPS6KA2	377
RPS6KA3	383
RPS6KA5	531
RAB25	263
BRD4	365
TRIM23	116
AP4B1	346
APAF1	321
APIP	82
AVEN	150
BIK	140
CARD8	226
CYCS	248
DIABLO	172
NAIP	170
UACA	116
KIF17	152
PSEN1	483
APBA2	365
APLP1	184
APLP2	311
ATXN1	368
ATXN1L	108
KAT7	282
SKAP2	329
BCL9	368
CSNK1A1L	537
CSNK2A2	383
DKFZP586H0919	395
DNAJA3	465
EPAS1	396
FANCC	325
FBXW11	381
PYGO1	368
PYGO2	347
TBL1Y	254
TCF7	358
TCF7L1	396
TLE1	396
TRAF1	320
APC2	329
APCS	354
C4BPA	305
HSPG2	207
HMGA2	365
LGALS1	138
LIG1	395
MBD4	343
MPG	396
MUTYH	202
POLB	274
POLD1	392
POLD2	396
POLD3	379
POLD4	379
RFC1	389
RFC2	395
RFC3	395
RPA2	396
RPA3	395
SMUG1	208
TXN	386
TXNRD1	225
UBR3	151
UNG	308
XRCC1	381
APEX2	279
CNTN1	233
APLF	152
DCLRE1C	187
HPF1	209
LIG3	383
LIG4	202
PARP2	116
POLM	187
TDP1	127
XRCC4	219
ITM2B	354
SPON1	126
APMAP	5
APOD	171
APOF	146
CD36	354
CETP	308
CFHR1	63
CLU	374
DGAT1	48
GPC1	297
HDLBP	103
LCAT	232
MSR1	291
MTTP	173
PLTP	354
SCARB1	229
SDC1	272
SDC2	438
NR1D1	386
APOBR	252
APOC4	136
COLEC12	118
LIPA	332
LIPC	219
LPA	270
OLR1	289
SCARF1	396
STAB1	135
STAB2	155
TLR6	379
APOBEC3A	311
APOBEC3C	252
APOBEC3H	274
LEPR	396
ZIC1	229
HP	122
NFYB	395
TMCC2	66
ETV4	396
CC2D1A	147
APOL4	159
APOM	167
CHCHD3	166
AQP1	355
ARID3A	371
ARMCX3	346
ASXL2	276
ATF6	314
ATRAID	346
BCKDK	315
BHLHB9	346
C19ORF12	369
CAMK1	330
CASP8	396
CAT	360
CCNG1	395
CDK3	364
CDKL3	353
CDKN2B	395
CDKN2D	369
CIAO3	114
CLSTN3	346
CNPY2	386
COL18A1	271
CST2	346
CST3	189
DAPK2	288
DDAH1	396
DDHD2	346
DDRGK1	237
DGCR6	346
DNAJB1	365
E2F8	389
EBP	346
ELK3	346
EPB41L5	161
ERG	279
ETV3	295
ETV5	389
F9	166
FGF12	346
FOXJ2	239
FOXS1	324
FUBP3	182
GABPA	395
GADD45G	379
GBA2	365
GRHL2	346
GSAP	346
HAVCR2	282
HEYL	372
HMGB4	346
HOXB7	396
ICAM3	266
ICK	337
IFIT3	443
IL1B	472
IL26	472
IL7	394
ING2	396
IRF4	453
ISL1	472
ITGB1BP1	396
KLF12	371
KLF4	472
KLF6	396
LFNG	247
LMX1B	283
MAPK7	352
MARCH3	372
MAST2	203
MED12	366
MEF2D	515
MEOX1	314
MITF	396
MTURN	384
MX1	472
MXI1	248
NAE1	209
NDP	363
NIM1K	346
NOS1AP	356
OLFM4	144
OLFML2A	346
OSM	346
OTX2	289
PCDHGA12	346
PCIF1	353
PCK1	395
PLK2	288
PNKP	265
POGZ	373
POLDIP2	346
PRDX2	310
PRDX5	346
QKI	330
RBM4B	356
REG1A	472
RIT2	346
RITA1	354
RP9	371
SENP2	346
SERAC1	346
SERF1A	346
SERPINB2	396
SETD3	246
SH3RF2	346
SIX2	346
SLC40A1	472
SNCB	228
SPIC	365
SPINT2	219
TBPL1	365
TCF19	383
TFPI	209
THBS1	396
TIRAP	289
TNFRSF21	379
TOX2	396
TRIM44	289
TRIM46	346
TRIM52	389
TSSK2	346
TSSK6	351
ULK4	346
USP2	272
ZHX2	370
ZNF622	155
ZNF706	346
ZNF740	380
ZSCAN21	150
APPBP2	307
ID1	442
OSBPL8	83
SUV39H2	174
APTX	295
AQP2	539
AQP3	211
AQP7	196
ERCC1	396
ERCC4	373
ERCC5	379
ERCC8	396
GCFC2	259
HMGN1	396
POLK	395
SNIP1	365
USP7	396
UVSSA	378
WDR83	311
XPA	380
ZNF830	378
ARID5A	264
ATRX	238
BCOR	238
BMI1	372
BRD2	365
BTG2	197
CACUL1	372
CCND3	472
CHD7	243
CHD8	359
CMTM2	286
CRY1	370
CTDSP1	289
CTDSP2	244
CYLC1	286
E2F4	396
ECM1	289
ESR2	539
FGF13	324
FGFBP1	369
GATA3	472
IFNAR1	472
IGFBP5	250
KDM4C	346
KLK2	334
KLK3	240
KMT2A	370
LPXN	264
NFAT5	277
NOL3	396
NPAS2	395
NR0B1	329
NR0B2	396
NR2C1	348
NUDT6	204
PATZ1	278
PGC	286
PIAS1	472
PIGR	396
PMEPA1	389
PNRC1	307
POU3F3	197
PRMT2	351
RAI1	242
RCOR1	271
REL	396
RNF14	269
RNF20	375
RNF6	192
SETD7	385
SLC30A9	365
SNURF	286
SOCS3	472
SPDEF	291
SPOP	364
STAP1	369
TCF20	387
TCF21	275
TCF3	380
TGIF1	396
TSPY1	361
TTC5	396
UBE3A	365
USP12	240
USP26	365
UXT	289
WDR20	299
WDR48	293
ZBTB32	396
ZMIZ1	472
ZMIZ2	472
ZNF318	396
TNFRSF10A	383
NAA15	396
ICAM1	472
MYD88	472
TMEM173	351
TRIP11	341
ELK4	344
ASAP2	225
CPE	343
FANCI	293
NCAPG	289
SMC2	280
NAA38	201
ARG1	367
ARG2	233
VEZF1	62
CD48	166
WWP1	386
ARHGEF15	140
TRIM27	364
CHD4	391
E2F5	396
HIC1	343
KLF1	396
TFAP4	362
TAF5L	216
ZNF23	472
ARID3B	341
ARID4A	370
DEDD	159
SAP30	367
SAP30L	331
SUDS3	351
DNMT3B	348
MED23	363
SAP30BP	313
TET2	276
TTF1	472
BAHD1	206
GLIS2	294
KAT6B	225
MDFI	299
OLIG3	290
POU1F1	363
RHOXF2	365
SMYD1	387
ZNF503	108
ARID5B	372
N4BP2L2	156
PHF2	7
EIF4E3	240
EIF4G2	327
EIF4G3	165
IFIT1	449
KCTD9	151
UBE2L3	380
UBE2L6	396
UBE2V1	365
HDAC6	396
VPS37B	290
VPS37C	304
ARL2BP	396
ARL6IP1	65
RBM39	343
SLC1A3	284
ARL8B	383
ARMC10	365
ASPH	396
CITED2	396
EGLN1	365
EPO	472
ESRRB	286
ESRRG	296
HEY2	302
HIF3A	389
HK1	302
HK2	391
HK3	358
HKDC1	357
LDHAL6B	396
LDHB	396
LDHC	396
LEP	341
LTBR	365
PFKFB3	318
PFKL	396
PFKM	354
SIM2	220
SLC2A1	346
TIMP1	472
NPAS1	389
NPAS4	295
