gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	degree	closeness	betweenness	eigenvector	kcore	clusteringcoeff	leverage	information	bridging	average_neighbors	class
BLVRA	27.0	0.0	0.0	0.0	0.0	22.0	4.0	0.0	1.0	0.0	0.00019616818152095726	0.30807195664873793	1.4676598426176063e-07	1.001629929012692e-06	2	0.6666666666666666	-0.5375	0.00015235541217931467	9.182130195993096e-08	41.333333333333336	
HIST1H2AH	29.0	2.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	1.0	0.013731772706467013	0.4617033481266794	2.486710117823937e-06	0.0021621449253985086	195	0.6207792207792208	-0.4801	0.0026148661206721645	2.7345144953449446e-08	1084.2904761904763	
UPK2	23.0	7.0	1.0	0.0	0.0	10.0	2.0	0.0	2.0	1.0	0.039102857516510825	0.4877838734371013	5.695831900439653e-05	0.005580227005764622	349	0.24768771393197875	-0.0629	0.0029847223920846434	8.273853388676161e-08	937.2642140468229	
EIF3I	36.0	2.0	0.0	0.0	0.0	32.0	1.0	0.0	1.0	0.0	0.025174916628522854	0.4750854302578441	5.9925271871111276e-05	0.0016405684092630234	255	0.5212121212121212	-0.0642	0.0028623257099124545	1.3832132279466946e-07	614.012987012987	
AMY2A	82.0	3.0	0.0	0.0	0.0	72.0	7.0	0.0	0.0	0.0	0.0001307787876806382	0.3043140844509889	0.0	8.405913588315144e-07	2	1.0	-0.9259	0.00012330328755437458	0.0	58.0	
MARCH6	92.0	1.0	1.0	1.0	0.0	77.0	6.0	0.0	6.0	0.0	0.06401621656967241	0.4993795715778474	6.33878399308941e-05	0.008285608989726289	396	0.36009157543589204	0.0909	0.003076291721759912	4.5098744607945196e-08	975.8723186925433	
NBN	79.0	9.0	2.0	0.0	0.0	57.0	7.0	0.0	4.0	0.0	0.053161577192179434	0.4832064204240261	0.00010230746700360021	0.005941784626378062	369	0.2634195553778198	0.1625	0.0030461059588226844	5.607123302043512e-08	742.7970479704798	driver
SPOPL	72.0	2.0	0.0	1.0	0.0	65.0	4.0	0.0	0.0	0.0	0.010396913620610735	0.4523753179908892	2.181822815115688e-06	0.0018955031287782808	146	0.5307698431653529	-0.6233	0.002464311392256686	4.734645927825617e-08	1190.7987421383648	
HNRNPAB	27.0	2.0	3.0	0.0	0.0	18.0	3.0	0.0	1.0	0.0	0.051265284770810174	0.498842026290896	0.00014251969856526346	0.007059013541215189	365	0.2447904449135976	0.0383	0.0030398810170606965	1.2202329725488029e-07	1001.9706632653059	
ADAMTS7	187.0	5.0	3.0	0.0	0.0	167.0	9.0	0.0	3.0	0.0	0.0005885045445628719	0.3411559997323042	1.6478599807630105e-09	1.9320683556569266e-05	9	0.9722222222222222	-0.6562	0.00048232851473553015	6.9489984187955e-10	229.0	
RTN1	143.0	4.0	0.0	1.0	0.0	129.0	7.0	0.0	2.0	0.0	0.0013731772706467012	0.3716042183019877	6.750743894119687e-07	9.476436654666108e-05	20	0.3809523809523809	-0.7596	0.0009571470212829444	1.663641959631299e-07	394.90476190476187	
IRF9	43.0	3.0	1.0	1.0	0.0	32.0	6.0	0.0	0.0	0.0	0.0465572484143072	0.482977513895907	2.6131161980487953e-05	0.01015149869299537	472	0.597915580208284	-0.0883	0.003021630279027907	3.220071627466874e-08	1056.0280898876404	
LRRN4	45.0	0.0	0.0	0.0	0.0	43.0	2.0	0.0	0.0	0.0	0.006604328777872229	0.42744144446307786	5.747657435045491e-07	0.0005476892020768916	98	0.7821782178217822	-0.4956	0.002165833245994627	1.4242349733493542e-08	504.009900990099	
CCL4	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.08206368926960048	0.4950312368497718	0.00011693490423380918	0.020610951417449213	566	0.3790642851242558	0.191	0.00310907126925482	4.7272176933113985e-08	981.5784860557768	
POU5F1	26.0	0.0	1.0	2.0	0.0	22.0	1.0	0.0	0.0	0.0	0.07807493624534101	0.4995100600992945	0.00032595525630853565	0.00937779827178403	393	0.1530002625589529	0.3652	0.003103103158837549	7.649842854852768e-08	678.0778894472362	driver
HACE1	102.0	1.0	1.0	0.0	0.0	81.0	13.0	0.0	6.0	0.0	0.045445628719021774	0.4883602107616158	0.0001371585031882142	0.007247941290655807	354	0.3153318267576141	-0.0048	0.003016780584765418	1.3099184998336358e-07	980.9597122302158	
ASCC2	63.0	1.0	0.0	0.0	0.0	52.0	6.0	0.0	4.0	0.0	0.008173674230039887	0.4556234172501117	4.936450937207834e-05	0.0007450325678744115	91	0.13690322580645162	-0.2757	0.0023069110900486873	2.580284323440245e-07	617.9680000000001	
ACBD3	44.0	1.0	0.0	1.0	1.0	35.0	4.0	0.0	2.0	0.0	0.0057542666579480815	0.4584370035072994	1.1526623141417545e-05	0.0008453912458745242	82	0.4067398119122257	-0.6469	0.002065066182549876	2.6247165016656214e-07	978.1818181818179	
RPL37	10.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	0.0	0.02680965147453083	0.4512008025019178	7.2030449158257215e-06	0.0014425113506725588	255	0.6203828493052657	-0.0259	0.0028820254030130013	1.4538921001885783e-08	549.2146341463415	
PAWR	33.0	1.0	0.0	0.0	0.0	25.0	5.0	0.0	2.0	0.0	0.05401163931210358	0.4972848177413586	5.890044439740947e-05	0.013154656120645529	472	0.4462161567246313	-0.1198	0.0030491879737797665	6.760364007579872e-08	1329.3426150121065	
CAVIN3	12.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.021578499967305303	0.4846458564411345	2.668503828982751e-05	0.0041402506980296756	264	0.2516901538178134	-0.3755	0.002810191399158736	1.2744909703170587e-07	1275.9909090909089	
PRDX2	18.0	1.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	1.0	0.026744262080690508	0.4903960237293571	5.674246524749696e-05	0.004908303459565325	310	0.2750251689918021	-0.2469	0.0028827137139506853	1.369090926630433e-07	1163.0684596577016	
IPO13	67.0	1.0	0.0	0.0	0.0	58.0	4.0	0.0	4.0	0.0	0.01588962270319754	0.4635647165807821	1.0844112486443901e-05	0.0017903914692223106	223	0.5034180185695337	-0.4249	0.002684338071721049	7.509468958447604e-08	955.8806584362139	
IGHV3-21	35.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	1.0	0.0	0.01314326816190414	0.4171918051122568	1.3494937012835854e-07	0.0014534552993864015	197	0.9623880597014924	-0.4327	0.002591824765489805	1.5117692615154855e-09	790.3731343283583	
SH3RF2	120.0	2.0	0.0	0.0	0.0	112.0	5.0	0.0	1.0	0.0	0.034590989341528815	0.4928615166457185	1.9529849560943773e-05	0.005904417211837349	346	0.37855158389184856	-0.1425	0.002955236549081224	3.866437812088328e-08	1039.2173913043478	
MAGI2	239.0	4.0	5.0	0.0	0.0	216.0	7.0	0.0	6.0	1.0	0.013208657555744458	0.4712934142808715	4.662058114004142e-05	0.002046226051343559	165	0.2671789567016403	-0.3498	0.0025939944464142693	2.296522998190077e-07	997.5643564356436	false_driver
CD27	27.0	2.0	0.0	0.0	0.0	19.0	5.0	0.0	1.0	0.0	0.013404825737265416	0.4591527306572192	2.0722601425505342e-06	0.002349169509806407	191	0.5295074127211861	-0.5365	0.002603068581834998	2.827433367648972e-08	1155.1268292682928	
TRAPPC2L	15.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0130124893742235	0.4169074750558857	5.936607941932538e-06	0.00035633507550285955	145	0.5132226790518247	-0.1309	0.0025848125117499637	3.3468768436293574e-08	334.7085427135678	
SEMA6A	98.0	7.0	2.0	1.0	0.0	80.0	4.0	0.0	4.0	0.0	0.00725822271627542	0.452777119848413	4.179774342397901e-06	0.0009893495352970884	101	0.42096642096642095	-0.5693	0.0022333700942034213	1.0130852138227287e-07	888.9549549549548	
DPYSL3	54.0	2.0	1.0	0.0	0.0	48.0	2.0	0.0	1.0	0.0	0.013339436343425095	0.4715695343817453	1.1377054646394893e-05	0.002622526993169956	173	0.3667053028107795	-0.4508	0.0025999409297294647	9.482395791431086e-08	1159.1029411764705	
MYBPC2	129.0	3.0	0.0	0.0	0.0	109.0	8.0	0.0	9.0	0.0	0.006342771202510953	0.4107488182208853	6.601479655035342e-06	0.00029455965072625	82	0.522766323024055	-0.3796	0.0021331846415539213	7.91742414112391e-08	380.659793814433	
IRGM	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.046164912051265286	0.4860320991577944	4.3412225588441384e-05	0.011009996052844808	472	0.7007494022863802	-0.1414	0.0030199820206661754	6.213261197662069e-08	1179.6062322946175	
TLX3	31.0	1.0	0.0	0.0	0.0	27.0	2.0	1.0	0.0	0.0	0.00804289544235925	0.4548104089219331	4.111957162049372e-06	0.0017913240442492511	114	0.4495535119285619	-0.6302	0.0023037456281064204	1.0427961373483326e-07	1424.593495934959	driver
LAMB1	209.0	6.0	3.0	2.0	0.0	172.0	18.0	0.0	8.0	0.0	0.02609036814228732	0.4782051282051282	9.401379386368e-05	0.00247343866853329	242	0.32408911726552564	0.0061	0.0028738919995634315	1.3682974547194155e-07	655.375939849624	
HHAT	55.0	0.0	0.0	0.0	0.0	49.0	4.0	0.0	2.0	0.0	0.0064735499901915905	0.4460030913704103	1.9079180499657816e-06	0.0012442938164643593	96	0.5629767058338487	-0.7531	0.002154273042310154	1.0593399259289008e-07	1405.3636363636365	
BAZ1B	107.0	4.0	2.0	2.0	1.0	90.0	5.0	0.0	3.0	0.0	0.05119989537696985	0.4900189048031017	3.9852472413819486e-05	0.00864878361348434	395	0.3393140031291544	0.0004	0.0030396913095700434	3.7602485650897684e-08	1021.8467432950192	
OR2T2	124.0	0.0	1.0	0.0	0.0	120.0	3.0	0.0	0.0	0.0	0.06695873929248676	0.4914203084832905	1.00893894720417e-05	0.021719932931202952	599	0.766745708088954	-0.0283	0.0030825376700670238	9.85662006868502e-09	1208.2490234375	
LDHA	26.0	2.0	1.0	1.0	0.0	18.0	4.0	0.0	0.0	0.0	0.039756751454914016	0.4935136181747774	0.00012428571370906106	0.007233113697407636	365	0.2809221364779329	-0.0873	0.002988370887272532	1.2409364075233338e-07	1100.1628289473683	
EYA2	79.0	1.0	1.0	1.0	0.0	71.0	4.0	0.0	1.0	0.0	0.01902831360753286	0.4681626155635829	2.0075390076205223e-05	0.0026511218918556906	235	0.3510842516885887	-0.3026	0.0027615799776137748	9.657366672775936e-08	935.6872852233677	
IL36B	51.0	2.0	0.0	0.0	0.0	40.0	6.0	0.0	3.0	0.0	0.008239063623880208	0.4550133888723594	6.057719859992958e-07	0.001911738357108574	123	0.6099047619047621	-0.648	0.0023198062297494263	1.8020756304805122e-08	1385.9761904761906	
APBB3	42.0	1.0	1.0	0.0	0.0	36.0	1.0	1.0	2.0	0.0	0.022690119662590727	0.4812600308399157	2.769201932644145e-05	0.003301080571611779	266	0.3142376438839933	-0.253	0.0028280514679301923	9.403176469605804e-08	887.5677233429394	
ZC3H7B	90.0	2.0	3.0	0.0	0.0	80.0	4.0	0.0	1.0	0.0	0.021643889361145623	0.4744222118814953	4.2796697111451926e-05	0.0017628021610512177	243	0.3981873111782477	-0.1836	0.002810507278027416	1.5109445794551305e-07	701.6646525679757	
ATG4A	37.0	1.0	0.0	0.0	0.0	33.0	2.0	0.0	1.0	0.0	0.006277381808670634	0.4230428769017981	2.482610312735767e-06	0.0005142566141111208	86	0.6017543859649123	-0.4271	0.00212778984383434	5.0074658459999003e-08	507.61458333333326	
SPATA2	54.0	3.0	1.0	0.0	0.0	46.0	3.0	0.0	0.0	1.0	0.023082456025632643	0.4815176322418136	3.3761267496007675e-05	0.004112858839705894	275	0.2888230749420551	-0.2952	0.0028341833064799505	1.263033147520358e-07	1133.9263456090653	
CDC25A	47.0	1.0	1.0	0.0	0.0	38.0	7.0	0.0	0.0	0.0	0.047799646897273264	0.4933225806451613	0.0001613465709116005	0.006464346425809598	374	0.34393493619174337	0.0266	0.0030266272767073693	1.0213344624777092e-07	918.5280437756497	
OPN5	65.0	0.0	0.0	0.0	0.0	57.0	6.0	0.0	2.0	0.0	0.05080755901392794	0.4860166528951885	4.757404666665926e-05	0.014996719105732113	544	0.6158699199936314	-0.1203	0.003038111402856764	6.062451833322103e-08	1140.7619047619048	
PABPC1	48.0	1.0	1.0	1.0	0.0	43.0	0.0	0.0	2.0	0.0	0.0564964362780357	0.4833285926487785	0.0002663466779250399	0.004151769937824665	331	0.23000354062057424	0.2685	0.003056110670703539	1.0281198464186344e-07	609.2465277777778	driver
GRB10	73.0	3.0	1.0	1.0	0.0	60.0	7.0	0.0	1.0	0.0	0.031975413587916036	0.4849993657237093	6.895748217147813e-05	0.006518978791332984	354	0.3930403298803178	-0.2023	0.002934524585474977	1.1228085108101263e-07	1147.1411042944785	
SZT2	315.0	15.0	2.0	1.0	0.0	256.0	33.0	0.0	8.0	0.0	0.006735107565552867	0.4282553906468776	5.346739795092197e-07	0.0005877764669957536	97	0.8836855130401675	-0.4159	0.0021779740157757267	1.0575018520256003e-08	536.3106796116505	
COIL	49.0	6.0	0.0	0.0	0.0	39.0	4.0	0.0	0.0	0.0	0.03485254691689008	0.4766550305448198	0.00014452308022673392	0.0024511744602071475	314	0.2774690008322871	0.0449	0.0029566010263875515	1.5132454963333116e-07	640.3827392120076	
ARID5A	49.0	1.0	2.0	0.0	0.0	42.0	4.0	0.0	0.0	0.0	0.024194075720918067	0.4819880866084654	4.287237338028441e-05	0.004138319274916222	264	0.36705485973778657	-0.2171	0.002849882778677439	1.1207398017417648e-07	1087.4351351351352	
CHRNB4	67.0	0.0	0.0	0.0	0.0	65.0	2.0	0.0	0.0	0.0	0.0073236121101157405	0.44221149119509584	2.622249036422076e-05	0.0011705019808816949	93	0.4157014157014157	-0.4783	0.0022349500512523802	2.822025173124041e-07	895.0535714285713	
DRAP1	22.0	2.0	1.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0	0.022101615118027856	0.4803379609271939	2.1947459064790882e-05	0.004576783803945106	289	0.3821923340298141	-0.3956	0.002818849465566344	8.855565447895171e-08	1302.508875739645	
AP5Z1	66.0	2.0	2.0	0.0	0.0	57.0	5.0	0.0	0.0	0.0	0.00039233636304191453	0.3294414166002456	3.0439433517628362e-05	3.656521066286534e-06	4	0.7333333333333333	-0.3	0.0002589139374272081	6.6263757803174625e-06	87.5	
CTNND1	123.0	9.0	4.0	1.0	0.0	88.0	14.0	0.0	7.0	0.0	0.06506244687111751	0.4966711051930759	0.00024635229845581424	0.008050382980391554	358	0.18959384447387845	0.2886	0.0030785032476422928	7.826203407364408e-08	731.8884422110553	driver
PHLPP1	102.0	1.0	4.0	0.0	0.0	87.0	9.0	0.0	1.0	0.0	0.019093703001373183	0.4813963737093931	2.5188440844778915e-06	0.0055609541566219904	275	0.5316104128418774	-0.5731	0.0027636246582506173	2.6623873026456958e-08	1676.9623287671234	
RASSF8	36.0	2.0	1.0	0.0	0.0	31.0	2.0	0.0	0.0	0.0	0.04060681357483816	0.4915624698659638	6.0996278663598276e-05	0.006720564480298727	354	0.34034595605423096	-0.0887	0.002993186911773831	9.588214704377912e-08	1047.3961352657004	
CCDC36	46.0	2.0	0.0	0.0	0.0	36.0	4.0	0.0	4.0	0.0	0.009154515137644674	0.4586294796821113	0.00030017955500224704	0.0015517280248049635	122	0.2660842754367934	-0.5054	0.0023762547124136306	1.173109890615031e-06	1058.3357142857142	
CHMP2B	23.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	1.0	0.0	0.024455633296279342	0.4704525179192174	7.105996829098957e-05	0.002449067024326521	251	0.3547045920488595	-0.1083	0.002852908974938752	1.1716383561257286e-07	729.2112299465242	
HOXC12	18.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.02622114692996796	0.4833438685208597	1.6465683754102897e-05	0.004758612631166734	307	0.3440024937655861	-0.3222	0.002876726393010568	6.353787119700812e-08	1244.6608478802991	
RAB3A	18.0	0.0	0.0	1.0	0.0	16.0	0.0	0.0	1.0	0.0	0.02229778329954881	0.4596081024223117	0.00010560441215142894	0.001681182314258076	189	0.19591167845437296	0.0007	0.0028202174313195576	1.7143577006425937e-07	498.5571847507331	
HBZ	7.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.028771333289740405	0.4854612405561552	4.049813604697363e-05	0.006546733504425634	364	0.4599192379374612	-0.3619	0.002904943254068706	1.1132911677352395e-07	1411.6181818181815	
MED20	15.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	1.0	0.0	0.03439482116000785	0.4838485145695574	2.456534291777481e-05	0.0062175691730857645	354	0.41822198080753215	-0.1416	0.002953745798012539	4.531052458107618e-08	1042.5589353612168	
TOP2A	122.0	7.0	6.0	1.0	0.0	98.0	7.0	0.0	2.0	1.0	0.07271300595043484	0.5015578367387098	0.0002043725599535039	0.009435586845514491	395	0.16300856704375474	0.2729	0.003094120394509769	7.309006940855713e-08	796.1681654676261	driver
PSMC2	54.0	1.0	0.0	0.0	0.0	47.0	4.0	0.0	2.0	0.0	0.0982802589419996	0.5090709363869379	0.0004122947896437134	0.010000812175876228	396	0.18430870172659564	0.4496	0.0031287268662517137	6.695553250082715e-08	668.3220226214237	
ZNF112	105.0	5.0	0.0	0.0	0.0	86.0	11.0	1.0	1.0	1.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	0.003048205183237557	6.97525228684772e-09	1253.3467153284669	
CCDC106	32.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	1.0	1.0	0.012947099980383184	0.4693551852192862	7.569048976224945e-06	0.0011864389278168465	155	0.3761985335589397	-0.3191	0.0025842171755228144	5.702606621402148e-08	643.469696969697	
NEDD8	5.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.06689334989864644	0.4944390559327514	0.0002123148897980137	0.0075517190072989454	389	0.2976396118243224	0.242	0.003082482860981311	8.126178372974538e-08	757.2756598240469	
CXCL8	18.0	3.0	0.0	0.0	0.0	12.0	1.0	0.0	1.0	1.0	0.1143006604328778	0.5111125965041275	0.00042114527528072117	0.0254902239646734	562	0.2469673412021131	0.3638	0.003142842960566237	8.268602616901651e-08	926.7786041189933	
ZNF25	53.0	1.0	0.0	0.0	0.0	46.0	3.0	0.0	3.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	0.0030482051832363068	6.97525228684772e-09	1253.3467153284669	
FOXS1	53.0	0.0	0.0	0.0	0.0	51.0	1.0	0.0	1.0	0.0	0.02569803177924541	0.4808212286989876	2.4000138369738065e-05	0.004692927815764422	324	0.3951420262761593	-0.3158	0.0028702445772252646	8.355463423992346e-08	1167.8066157760813	
PSME1	16.0	0.0	0.0	1.0	0.0	14.0	1.0	0.0	0.0	0.0	0.07585169685477015	0.4993632653061225	0.00022533528817590521	0.008548327385741879	396	0.2321457261015739	0.3104	0.003099487859380193	6.7087799633475e-08	727.0189655172412	
TRAF1	39.0	1.0	0.0	0.0	0.0	34.0	2.0	0.0	2.0	0.0	0.03635650297521742	0.4804284996230209	8.134186504548628e-05	0.004732662409551239	320	0.2600103700823125	0.0116	0.002967196399316704	7.444733450312304e-08	801.4964028776977	
FXYD4	5.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0027463545412934024	0.4226220085115791	1.1629519516643819e-07	0.0007344470926063965	41	0.8327526132404182	-0.7761	0.0014809900104230586	1.5948134094306082e-08	1375.7380952380954	
DGKA	63.0	3.0	0.0	0.0	0.0	54.0	4.0	0.0	2.0	0.0	0.038252795396586665	0.4902388203237698	0.00012004384455126692	0.007418366339156655	354	0.3029270577215783	-0.1429	0.002979607920951241	1.8031614282426293e-07	1115.9196581196582	
MAD2L1BP	23.0	2.0	0.0	1.0	0.0	19.0	1.0	0.0	0.0	0.0	0.027986660563656576	0.4807909959758551	9.726570767109894e-05	0.002751796211646219	289	0.24199479086869924	-0.0968	0.002896247584912501	1.643690736860425e-07	793.7196261682242	
HMGCS2	64.0	3.0	3.0	0.0	0.0	51.0	6.0	0.0	1.0	0.0	0.028771333289740405	0.4838485145695574	1.973925912654328e-05	0.005795326011644713	351	0.4475357216815076	-0.2864	0.002904925881840605	5.856659017360463e-08	1240.7477272727272	
SPP2	35.0	1.0	0.0	0.0	0.0	33.0	1.0	0.0	0.0	0.0	0.0071274439285947825	0.4219457013574661	4.2863449658820943e-07	0.00042208124987765767	108	0.7799864084267754	-0.4534	0.0022194217172018266	9.353334113729135e-09	429.8990825688072	
GABPB2	38.0	1.0	0.0	0.0	0.0	33.0	3.0	0.0	1.0	0.0	0.014647224220231481	0.4716131618712801	5.190855186284327e-06	0.002480548009297368	206	0.3424087123638693	-0.4882	0.002646781647571757	5.4762982021211055e-08	1098.3125	
PCDH8	113.0	2.0	0.0	0.0	0.0	100.0	10.0	0.0	1.0	0.0	0.018962924213692542	0.4647480702607427	7.410725956181193e-05	0.0011554557349275885	163	0.4090442667939387	-0.0318	0.002757651114313266	2.136293925274933e-07	454.55862068965513	
SUCLG1	30.0	2.0	1.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0	0.0018309030275289351	0.362642574280904	2.481727382451889e-05	5.4289300976414644e-05	25	0.3068783068783069	-0.5517	0.0011414388180766982	1.3103898278510545e-06	243.4642857142857	
CSRP3	19.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0	0.006146603020989996	0.4478053351292788	3.6856440357814084e-05	0.0009771462339038576	86	0.350263097689316	-0.5643	0.0021105535174746363	5.132964173432102e-07	1014.5851063829788	
OSBPL1A	81.0	7.0	0.0	1.0	0.0	65.0	5.0	0.0	3.0	0.0	0.02628653632380828	0.4724144322253799	2.3072883894386586e-05	0.0019037876870151714	249	0.4169923450081264	-0.0862	0.0028767256612579205	5.352648939407392e-08	654.8308457711443	
ALPI	74.0	0.0	0.0	1.0	0.0	67.0	3.0	0.0	3.0	0.0	0.04694958477734912	0.4971393277420194	0.0003545258386451965	0.008525352118601375	395	0.3089319083305168	-0.0288	0.003023036678880624	2.9714210803765077e-07	1094.7311977715876	
CENPO	11.0	0.0	0.0	1.0	0.0	8.0	2.0	0.0	0.0	0.0	0.03001373177270647	0.4657671925443138	2.9105144299367712e-05	0.0021976101863807294	289	0.43472138976891095	-0.0462	0.0029166983959046685	5.625474984160527e-08	638.9477124183006	
RPN1	29.0	0.0	1.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0	0.03570260903681423	0.4739223403266293	0.00019863996096572715	0.0019167131181346087	255	0.3511980374365695	0.1465	0.002962098990377673	1.7755696191061926e-07	523.3571428571429	driver
CLN5	37.0	0.0	1.0	0.0	0.0	33.0	2.0	0.0	1.0	0.0	0.012881710586542862	0.4559494350198265	2.4551313709744087e-05	0.0008372387940012193	147	0.29856003315031604	-0.2924	0.0025812342275056822	1.5693491846292666e-07	579.1675126903554	
ZNRF4	67.0	0.0	0.0	0.0	0.0	65.0	2.0	0.0	0.0	0.0	0.016347348460079774	0.4634523304442694	2.434036328292136e-06	0.002323341839742155	218	0.6033734939759036	-0.4574	0.002697352554456345	2.0932587645386828e-08	1087.984	
TRIM69	52.0	1.0	0.0	0.0	0.0	45.0	5.0	0.0	1.0	0.0	0.03720656509514157	0.4818514084063268	6.0721759185539206e-05	0.0057889752697527315	368	0.380912893883512	-0.1394	0.002973013153590805	9.091587652834963e-08	1005.8752196836557	
SECTM1	22.0	0.0	0.0	0.0	0.0	20.0	1.0	1.0	0.0	0.0	0.028640554502059767	0.4876594387755102	2.738707373539133e-05	0.0065270447466274605	346	0.3636145157414083	-0.3221	0.0029036590930096376	8.449063825595009e-08	1373.6278538812785	
IGHV4-31	35.0	0.0	0.0	0.0	0.0	32.0	1.0	0.0	1.0	1.0	0.0013731772706467012	0.3742322280680289	1.2691404524319658e-08	0.00010224607507256166	21	0.8523809523809524	-0.5052	0.0009371024197747027	1.2847527779504713e-09	537.3333333333334	
HIST1H1E	74.0	3.0	2.0	8.0	0.0	54.0	6.0	1.0	0.0	0.0	0.002615575753612764	0.3960890960890961	4.77832355422389e-07	0.0002708253982286364	38	0.458974358974359	-0.7435	0.0014412164703269186	5.742691650957193e-08	701.45	driver
GAPVD1	125.0	7.0	2.0	0.0	0.0	108.0	7.0	0.0	1.0	0.0	0.04466095599293795	0.4876594387755102	9.742069848759384e-05	0.0056997286730258254	365	0.2886952937488997	0.051	0.0030132879340730788	9.286019072649884e-08	816.1010248901904	
ATP13A3	112.0	5.0	3.0	0.0	0.0	92.0	6.0	0.0	6.0	0.0	0.0017001242398482967	0.39951409388959996	9.675103652077293e-08	0.0001528469559511386	26	0.36	-0.9086	0.0011127299229925429	7.659123517418589e-08	757.2692307692308	
AGPAT1	27.0	1.0	0.0	0.0	0.0	24.0	1.0	0.0	1.0	0.0	0.0005885045445628719	0.4093524987285527	3.370574898727417e-06	0.00010662921538327568	8	0.7777777777777778	-0.5645	0.0004676553736392488	9.88489712131802e-07	1351.4444444444443	
RNF4	13.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	2.0	0.04583796508206369	0.4890786401867664	4.629476500684618e-05	0.006679410425310769	372	0.30146321581414304	0.0198	0.0030185892325317325	4.4745093841405467e-08	958.6562054208273	
GLIS2	26.0	4.0	0.0	0.0	1.0	20.0	0.0	0.0	1.0	0.0	0.023147845419472964	0.4866197855347313	2.689417344980441e-05	0.004828617799974217	294	0.3551479649813543	-0.4121	0.0028353496261197962	1.1860360483756726e-07	1427.319209039548	
UNC5B	108.0	1.0	0.0	0.0	0.0	97.0	5.0	0.0	5.0	0.0	0.031125351467991887	0.4825355756791721	1.357996936858811e-05	0.0067266265290235475	354	0.499938080495356	-0.3104	0.0029273956531793784	4.3319963180180516e-08	1304.5210084033613	
SNX15	37.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	1.0	0.002484796965932126	0.4080636123489073	2.2025019708134416e-06	0.00023118142414685683	36	0.4665718349928876	-0.7059	0.0013993913964709627	2.472348683439078e-07	630.5263157894736	
ALG2	33.0	0.0	1.0	0.0	0.0	29.0	3.0	0.0	0.0	0.0	0.0015693454521676586	0.4242281339288191	0.00012867734786822652	0.00019112729811102496	22	0.32608695652173914	-0.7464	0.0010241388856406007	7.055043709267679e-06	893.25	
FCGR2B	39.0	0.0	0.0	0.0	0.0	34.0	3.0	0.0	2.0	0.0	0.05996207415157263	0.4821552430796393	9.447715498545235e-05	0.009940533146636996	449	0.36194777921168797	0.1437	0.003066132489808992	5.90271849561327e-08	816.2998909487459	driver
POMC	27.0	1.0	0.0	0.0	0.0	24.0	2.0	0.0	0.0	0.0	0.044137840842215385	0.478893968810672	8.507274103725451e-05	0.008695619191617529	396	0.3625233542147489	-0.0112	0.003010790760835291	8.250829301262011e-08	884.1792592592592	
CHCHD3	24.0	0.0	1.0	0.0	0.0	16.0	6.0	0.0	1.0	0.0	0.01785130451840711	0.4660794831159332	0.0001498959057814166	0.0011754733314816685	166	0.2475220857573799	-0.0278	0.002732496656424136	2.9916124962170865e-07	497.6813186813186	
ZNF219	30.0	2.0	1.0	0.0	0.0	24.0	2.0	0.0	1.0	0.0	0.026024978748447003	0.4803832260091095	3.0293744862017046e-05	0.0054134711414987715	310	0.4036555573838968	-0.312	0.002874261440133989	9.847702060985386e-08	1265.643216080402	
USF2	21.0	0.0	1.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	0.08579088471849866	0.503556140928548	0.00020312385612778137	0.014863416967874488	463	0.2373176778106454	0.2815	0.003114349846474995	5.639487145769313e-08	866.9885670731708	
