gene	bridging
FBXL22	9.877720084924454e-09
FBXL3	1.4622688152965873e-08
FBXL4	1.268873338495134e-08
FBXL5	1.4855117132594727e-08
FBXL6	5.122356690005361e-08
FBXL7	1.9735771700082252e-08
FBXL8	1.268873338495134e-08
FBXO10	2.858450441069865e-08
FBXO11	6.411943113142978e-08
FBXO15	1.268873338495134e-08
FBXO16	4.164478221977121e-09
FBXO17	1.3295153580832793e-08
FBXO18	7.199837704011036e-08
FBXO2	7.863829323916015e-08
FBXO21	2.3366407064421236e-08
FBXO22	1.3200225803166959e-08
FBXO24	6.185004591730953e-08
FBXO25	8.023698992073655e-08
FBXO27	1.1134606141590488e-08
FBXO28	2.990036455225628e-08
FBXO3	1.099345394039143e-07
FBXO30	7.482267321177621e-08
FBXO31	2.1028092039479687e-08
FBXO32	2.6860492668775027e-08
FBXO33	5.4492764301716856e-08
FBXO34	7.326244820367878e-08
FBXO38	3.3605285051921476e-08
FBXO4	3.18905922031528e-08
FBXO40	9.877720084924454e-09
FBXO41	9.877720084924454e-09
FBXO42	2.7951339897026154e-08
FBXO43	1.3068047861487659e-07
FBXO44	1.268873338495134e-08
FBXO45	5.513390035886855e-08
FBXO48	2.7951339897026147e-08
FBXO5	4.3793449009313876e-08
FBXO6	8.9920486349144e-08
FBXO7	2.495015737836141e-08
FBXO8	1.5633000315418703e-07
FBXO9	1.6270147369506152e-08
FBXW10	9.877720084924454e-09
FBXW11	6.383272621113007e-08
FBXW12	9.877720084924454e-09
FBXW2	2.4558389228879584e-08
FBXW4	1.4014377795952687e-08
FBXW5	1.1174751261507616e-07
FBXW7	7.276635577029827e-08
FBXW8	2.568597481224047e-08
FBXW9	9.877720084924454e-09
FCAMR	2.7230662745645673e-10
FCAR	9.526238988856398e-08
FCER1A	8.62351477051268e-08
FCER1G	3.417332349266309e-08
FCER2	6.814638865502254e-08
FCERI	3.290800646789954e-08
FCF1	1.9600667398235344e-08
FCGR1A	4.228386594846273e-08
FCGR1B	3.443782806303693e-08
FCGR2A	4.5927606114854167e-08
FCGR2B	5.90271849561327e-08
FCGR2C	6.096513937208979e-08
FCGR3A	4.100547742299249e-08
FCGR3B	3.759035803853546e-07
FCGRT	2.6720615174012546e-07
FCHO1	1.2062683764548175e-07
FCHO2	2.7136302506782154e-08
FCHSD1	3.4670278449929028e-09
FCHSD2	3.0366510742884167e-07
FCMR	4.173197358054425e-08
FCN1	2.2189845626940588e-07
FCN2	7.3165045083501545e-09
FCN3	7.231952938082652e-09
FCRL2	3.649286917155438e-08
FCRL3	4.4419136807847085e-08
FCRL4	3.407713899088541e-08
FCRL6	4.3783921694634814e-08
FCRLA	4.464713832619308e-08
FCRLB	3.718555104817981e-08
FDFT1	1.0390447873033928e-07
FDPS	9.934123032311464e-08
FDX1	7.347842431704549e-07
FDX2	7.2362330405265e-08
FDXR	5.365667499850335e-07
FECH	1.0674784879278322e-07
FEM1A	3.1956190334243105e-08
FEM1B	8.010743682932727e-08
FEM1C	9.817906963659305e-09
FEN1	5.796813070733836e-08
FER	5.27692359708735e-08
FERD3L	4.310698647471777e-08
FERMT1	1.0660620025051248e-07
FERMT2	2.989592115276907e-08
FERMT3	2.986979515364001e-07
FES	8.115286753942301e-08
FETUB	5.2542345373875905e-08
FEV	3.895452747662044e-08
FEZ1	1.745199589940959e-07
FEZ2	4.797679224357699e-07
FEZF1	2.998597039143991e-08
FEZF2	4.399032692517883e-08
FFAR1	1.1860499808346407e-08
FFAR2	1.5627786893634272e-08
FFAR3	8.630205258351965e-09
FFAR4	8.172487499433866e-09
FGA	1.1109092262365826e-07
FGB	1.502885601215042e-07
FGD1	4.9204310609022196e-08
FGD2	1.5935315744554982e-08
FGD3	1.0695861277243438e-08
FGD4	4.2968550781701966e-08
FGD6	5.277465917519465e-08
FGF1	5.4282555579388903e-08
FGF10	3.7229157543963906e-08
FGF11	3.8878260891472335e-08
FGF12	4.774204570468871e-08
FGF13	5.244437029954564e-08
FGF14	3.8957729432640494e-08
FGF16	2.0421037109056776e-08
FGF17	2.8803866093870985e-08
FGF18	2.9315172026339972e-08
FGF19	2.0627173394706854e-08
FGF2	6.507358204742013e-08
FGF20	2.1396821811080686e-08
FGF21	2.9447398732503773e-08
FGF22	2.210885519871353e-08
FGF23	8.494267760140378e-08
FGF3	3.132295880108767e-08
FGF4	4.529934025907317e-08
FGF5	2.968141190316102e-08
FGF6	3.367867210045627e-08
FGF7	3.8744123490103675e-08
FGF8	5.95968965589871e-08
FGF9	4.2054733039242936e-08
FGFBP1	1.0943052778496142e-07
FGFR1	6.588917692813456e-08
FGFR1OP	1.3329912335546728e-07
FGFR1OP2	6.037354175142008e-08
FGFR2	4.9599034721737475e-08
FGFR3	9.751973034931395e-08
FGFR4	3.7506684755920556e-08
FGFRL1	7.945001970004207e-08
FGG	8.702669856376613e-08
FGL1	7.82889347461483e-08
FGL2	8.173915735496872e-08
FGR	5.603162675114386e-08
FH	1.3928532177734156e-07
FHIT	8.43093306266149e-08
FHL1	3.084207386907184e-08
FHL2	9.900972077633031e-08
FHL3	1.61020418520151e-07
FHL5	9.875747917263191e-08
FHOD1	7.726928207406937e-08
FHOD3	8.619171803753368e-08
FIBP	1.4020935635791976e-07
FICD	1.0075792872797439e-07
FIG4	6.94205949257999e-08
FIGF	3.920352095724642e-08
FIGLA	3.167784118691645e-08
FIGNL1	7.218782511894312e-08
FIP1L1	5.426566135385396e-08
FIS1	3.0218781442733034e-07
FIZ1	1.3183707711905424e-08
FKBP10	2.546568794502796e-07
FKBP15	2.047175444902565e-08
FKBP1A	1.1773041688998274e-07
FKBP1B	1.5403386695756032e-07
FKBP1C	8.143932213292497e-08
FKBP2	1.4062760062199137e-07
FKBP3	4.5356965435357854e-08
FKBP4	1.1626522824420841e-07
FKBP5	4.8330618082405184e-08
FKBP6	3.5158543271906034e-07
FKBP8	1.2925709976837918e-07
FKBPL	1.4517656925937737e-07
FKRP	0.0
FKSG42	1.8793000271477095e-08
FLAD1	1.1331304831588128e-07
FLCN	1.2616928296709565e-07
FLG	3.511063120620816e-07
FLI1	7.098269088130195e-08
FLII	8.1041911974456e-08
FLJ00012	9.012870718141485e-08
FLJ00017	5.571372361214883e-08
FLJ00045	7.583222656451007e-08
FLJ00085	1.349913177539458e-07
FLJ00092	1.6092560291048838e-08
FLJ00120	1.0613481863389072e-07
FLJ00308	3.0604289110976685e-08
FLJ00323	2.5354665381658405e-08
FLJ00327	4.008309281568821e-09
FLJ00339	6.32052650046281e-08
FLJ00371	4.7938019223399366e-08
FLJ00404	2.1589117255510688e-08
FLJ00420	6.120606794075836e-08
FLNA	1.3235496015001907e-07
FLNB	6.997998412193773e-08
FLNC	2.754973022499019e-07
FLOT1	2.1452618795374162e-07
FLOT2	1.8791695828198442e-07
FLRT1	2.607005293304648e-08
FLRT2	2.866107816240485e-08
FLRT3	4.686267121238755e-08
FLT1	4.841570697435731e-08
FLT3	3.042366156253697e-08
FLT3LG	5.1916887553241794e-08
FLT4	5.895984618618109e-08
FLVCR1	4.4761303843015146e-08
FLYWCH1	1.2520675231987823e-07
FMN1	1.6341390879306463e-07
FMNL1	1.0147318462778579e-07
FMNL2	1.5384807616011268e-07
FMNL3	1.5720778882499483e-07
FMOD	6.664476921108916e-07
FMR1	1.58873458548159e-07
FN1	1.049630776193319e-07
FNBP1	5.5864219823463246e-08
FNBP1L	1.0849897291580882e-07
FNBP3	1.7379484936636293e-09
FNBP4	3.716001578290479e-07
FNDC5	2.4177033305278084e-09
FNDC6	0.0
FNIP1	9.63796532997375e-08
FNIP2	6.16110401627589e-08
FNTA	1.6704892520906896e-07
FNTB	6.602193983802385e-08
FOLR1	1.6729876804800932e-07
FOLR2	1.6623389798011254e-09
FOPNL	1.356930017561872e-08
FOS	7.591662090760093e-08
FOSB	4.95698484057774e-08
FOSL1	3.684827164381179e-08
FOSL2	4.1201294223738334e-08
FOXA1	4.912220955131898e-08
FOXA2	4.6729726241364805e-08
FOXA3	3.9769858874468575e-08
FOXB1	1.696679874008386e-07
FOXC1	2.922646464827799e-07
FOXC2	3.52904346228327e-08
FOXD1	2.576830820819038e-07
FOXD2	2.619951360493607e-07
FOXD3	2.907858173193688e-08
FOXD4	4.951825795177e-07
FOXD4L1	2.0512701238478074e-09
FOXD4L6	2.334089412541004e-07
FOXE1	9.639979971958287e-08
FOXF1	2.698776893670867e-08
FOXF2	4.058590767529984e-08
FOXG1	5.165875594014957e-08
FOXG1A	0.0
FOXH1	5.86608768448625e-08
FOXI2	2.8242545014382825e-08
FOXJ1	1.0243880320371503e-07
FOXJ2	4.063072053261096e-08
FOXJ3	4.532826886185103e-08
FOXK1	3.0933777751362795e-08
FOXK2	5.210883148683869e-08
FOXL1	8.969617472399916e-08
FOXL2	1.1162147572311971e-07
FOXM1	6.032572385987174e-08
FOXN1	1.4529508005464226e-07
FOXN2	6.59054759241416e-08
FOXN3	1.4902336633279385e-07
FOXN4	7.777191747784074e-08
FOXO1	6.623682760620717e-08
FOXO3	6.676387414614621e-08
FOXO3B	4.5542340301933074e-08
FOXO4	6.431630540188157e-08
FOXO6	8.081765443467215e-08
FOXP1	4.337606370047217e-08
FOXP2	2.7580944516792985e-08
FOXP3	4.803411479388907e-08
FOXP4	1.717770797357207e-08
FOXQ1	3.5912125899889386e-08
FOXR1	4.4806248324133e-08
FOXR2	4.045062517794694e-08
FOXRED1	8.047190169736782e-07
FOXRED2	5.9150702620894145e-08
FOXS1	8.355463423992346e-08
FPR1	2.722525219488853e-08
FPR2	1.641758375917192e-07
FPR3	2.87946235967952e-08
FRAP1	4.7265545750128955e-08
FRAS1	5.478498374753082e-09
FRAT1	6.731661251565107e-08
FRAT2	5.2689083929138676e-08
FREM1	3.758114799905508e-08
FREM2	3.758114799905509e-08
FRG1	1.4492115658422088e-08
FRK	7.112640117844039e-08
FRMD1	8.570374234475816e-08
FRMD4A	6.18577283212279e-08
FRMD4B	6.380494047570225e-08
FRMD5	1.560308736959557e-07
FRMD6	1.7952860464867124e-07
FRMPD4	3.3073621051917624e-08
FRS2	3.0208094828356716e-08
FRS3	6.16186450167961e-08
FRY	6.54804846279511e-09
FRYL	8.09587867156687e-08
FRZB	3.9119064599514655e-08
FSCN1	2.07445079853256e-07
FSCN2	7.774061977503891e-08
FSCN3	7.774061977503891e-08
FSD1	1.4890034447211787e-07
FSHB	1.174913393939511e-07
FSHR	1.3237862943815312e-07
FSIP1	4.832047567887228e-09
FSIP2	4.832047567887228e-09
FST	6.033217110285337e-08
FSTL1	7.487144476072317e-08
FSTL3	1.0068652795106629e-07
FTF	4.579469156647935e-08
FTH1	1.7789495880176163e-07
FTL	1.5688731675050253e-07
FTSJ1	1.4888912777176704e-07
FTSJ3	8.61806323857868e-08
FUBP1	1.7117848150970416e-07
FUBP3	1.1223751571895991e-07
FUCA1	0.0
FUCA2	2.569920385848742e-07
FUNDC1	1.5788240517714918e-07
FUNDC2	2.3137961188023364e-07
FURIN	1.7291574127434735e-07
FUS	5.3422584807825117e-08
FUT1	3.3368131930957054e-09
FUT4	1.3644432785133203e-07
FUT7	1.5143950337104576e-07
FUT8	3.56306242723095e-07
FUZ	5.732682822331684e-07
FXN	4.4243199414507933e-07
FXR1	2.2377311227041155e-07
FXR2	2.460198693957401e-07
FXYD1	4.5530390610379476e-08
FXYD2	3.039181318780672e-08
FXYD3	1.1362918929271472e-07
FXYD4	1.594813409430608e-08
FXYD6	1.3982637774520973e-07
FXYD7	6.469673767553354e-08
FYB	5.774725787600933e-08
FYB1	3.832548626760876e-08
FYB2	5.6208955920426e-08
FYCO1	1.5569192291446267e-07
FYN	1.0109999893393996e-07
FYTTD1	3.081644311251475e-07
FZD1	3.1149133634855954e-08
FZD10	2.7774101983976407e-08
FZD2	7.481499891133854e-08
FZD3	4.0317047445329215e-08
FZD4	7.27503079741796e-08
FZD5	4.3025843135589054e-08
FZD6	1.9682064600313814e-08
FZD7	9.41047646630668e-08
FZD8	2.8353660204759453e-08
FZD9	1.1868366011508346e-07
FZR1	4.675480389429481e-08
G0S2	2.9397244208231992e-08
G22P1	3.206707988925632e-08
G2E3	1.259169678590022e-07
G3BP1	1.0099583710395027e-07
G3BP2	7.919738265463868e-08
G6PC	4.909824786946015e-08
G6PC2	4.381074293189993e-08
G6PC3	4.161771967872717e-08
G6PD	6.034982669845703e-08
G7	0.0
GAA	2.5312075837956116e-07
GAB1	4.294787236249994e-08
GAB2	4.6017560772388573e-08
GAB3	3.927514427012168e-08
GABARAP	1.4051115020335842e-07
GABARAPL1	1.7641500838383604e-07
GABARAPL2	1.1838875738098832e-07
GABBR1	2.3227407055012538e-08
GABBR2	3.4442823290868235e-08
GABPA	7.707828839511163e-08
GABPB1	1.018849338170132e-07
GABPB2	5.476298202121105e-08
GABRA1	2.2757809678947982e-07
GABRA2	2.5184647739100605e-08
GABRA3	3.4594799120804163e-07
GABRA4	1.3349766945838457e-07
GABRA5	2.5184647739100605e-08
GABRA6	5.280918169932196e-08
GABRB1	2.1214255392300806e-07
GABRB2	1.7734412605369557e-07
GABRB3	2.64305686800535e-07
GABRD	1.6573508720889478e-07
GABRE	1.8336783655769612e-07
GABRG1	8.070610957502603e-08
GABRG2	1.5042190112025057e-07
GABRG3	4.524247507115334e-08
GABRP	6.62166417902494e-08
GABRQ	2.4046122660970985e-08
GABRR1	7.673662086583491e-08
GABRR2	3.690487248450779e-08
GAD1	1.6071239487617807e-07
GAD2	2.356756794673062e-07
GADD45A	8.335615424374637e-08
GADD45B	4.75908340157257e-08
GADD45G	1.0974646204545308e-07
GADD45GIP1	1.1506958840406897e-06
GAK	5.383738553924553e-08
GAL	6.202307705131974e-08
GAL3ST1	7.303800406929474e-08
GAL3ST4	6.640345483906375e-08
GALNS	4.080524790605913e-08
GALNT1	8.044655799714533e-07
GALNT10	1.0761249716561109e-06
GALNT11	5.803550576363854e-08
GALNT12	1.053425491584157e-06
GALNT13	3.5004968754572635e-07
GALNT14	3.036696076999143e-08
GALNT15	6.094710547696418e-09
GALNT2	7.871322412255958e-07
GALNT3	4.6602144375666415e-07
GALNT4	2.1655122726644445e-07
GALNT5	1.163749851044906e-07
GALNT6	7.492878765692897e-07
GALNT7	6.0947105476964175e-09
GALNT8	6.0947105476964175e-09
GALNT9	6.0947105476964175e-09
GALNTL2	1.1374410958681523e-09
GALR1	5.7456326779926854e-08
GALR2	5.874651660281982e-08
GALR3	9.44011277257236e-09
GALT	1.5796470821810987e-07
GAMT	2.2435838912946418e-07
GAN	9.055325044271262e-08
GANAB	1.771769180788799e-07
GAP43	8.393283763800816e-08
GAPD	6.298691692173864e-08
GAPDH	1.2277448591149625e-07
GAPDHS	9.90853939718248e-08
GAPVD1	9.286019072649882e-08
GAR1	1.4417335291742764e-07
GAREM1	3.0333497879140705e-08
GARNL1	3.175042953513658e-08
GARNL3	1.0213105194421839e-08
GARS	3.3451968687692403e-07
GARS1	1.7273136548187468e-07
GART	4.783654036703917e-07
GAS1	1.240863656373939e-07
GAS2	8.640736893937435e-08
GAS2L1	1.3913836165736445e-07
GAS2L2	4.261049977297647e-08
GAS2L3	4.729731477829254e-08
GAS6	1.0007493459750885e-07
GAS7	1.2418577958306708e-07
GAS8	4.813549841285991e-08
GAST	6.701248653021575e-08
GATA-4	4.8473295565561786e-08
GATA1	6.420230280658047e-08
GATA2	5.230736836024709e-08
GATA3	3.6608914460432737e-08
GATA4	6.087742438593333e-08
GATA5	3.2317296089066844e-08
GATA6	2.8851190841611045e-08
GATAD1	4.653548168621691e-08
GATAD2A	4.207787540196371e-08
GATAD2B	5.856208196431444e-08
GATD3A	6.71516465373117e-08
GATD3B	6.71516465373117e-08
GATM	2.3409177672049587e-08
GBA	5.714914793536878e-08
GBA2	5.6863969818621145e-08
GBE1	6.23246840483815e-08
GBF1	1.6706190968361658e-07
GBP1	4.193463482819465e-08
GBP2	7.302454015479419e-08
GBP3	2.0221919893265373e-08
GBP5	1.90545488547923e-08
GBP6	5.071931640912152e-08
GBP7	2.390631923523062e-08
GBX1	3.315430881306234e-08
GBX2	1.4587890001674152e-08
GC	2.5631861271300783e-07
GCA	1.2335967693214904e-07
GCC1	2.581239536223106e-07
GCC2	8.445783024808819e-08
GCFC2	1.4946702917811496e-08
GCG	3.7812803254428715e-08
GCGR	4.534348942071759e-08
GCH1	2.854937034557778e-07
GCHFR	2.428022158785622e-08
GCK	1.1002274480811304e-07
GCKR	2.0285930829316308e-08
GCLC	3.171936169228127e-08
GCLM	1.4006468780819252e-07
GCM1	3.047146624530803e-08
GCM2	7.508165810651581e-08
GCN1	1.0491094717112074e-08
GCNT1	1.2836919214727474e-06
GCNT3	6.0947105476964175e-09
GCNT4	6.0947105476964175e-09
GCSH	4.901340569832023e-07
GDA	8.830909247929409e-08
GDAP1	2.8125491475434392e-08
GDE1	1.525298944870879e-07
GDF1	2.0289258923060166e-08
GDF10	9.230980128252445e-09
GDF11	3.661141969091442e-08
GDF15	5.2462215114133675e-08
GDF2	3.480198466201625e-08
GDF3	1.1820471024442544e-08
GDF5	8.76693582350201e-08
GDF6	6.489763863743254e-08
GDF7	2.7322848789029825e-08
GDF9	1.954002158890668e-07
GDI1	1.583854723174539e-07
GDI2	1.0987398291918306e-07
GDNF	6.146148959286966e-08
GDPD2	2.899675067009677e-07
GEM	1.0319723029499813e-07
GEMIN2	2.901516016508898e-08
GEMIN4	1.28143766897592e-07
GEMIN5	5.096319779790034e-08
GEMIN6	5.787213555687407e-08
GEMIN7	9.175796194179359e-08
GEMIN8	2.128534345005642e-08
GEN1	1.0465352784814635e-08
GET1	2.2986868344110725e-08
GET3	1.7991770288867143e-08
GET4	9.217189448670072e-08
GFAP	1.064305963478544e-07
GFER	5.654425881021287e-07
GFI1	6.462297810286221e-08
GFI1B	2.5484693940736196e-07
GFM1	2.5930697247972106e-10
GFM2	2.5930697247972106e-10
GFOD1	1.065489258207017e-08
GFPT1	4.292538069489713e-08
GFPT2	1.0964439488532311e-07
GFRA1	4.860934752144937e-08
GFRA2	2.5999452546426396e-08
GFRA3	2.5999452546426382e-08
GFRA4	2.5862327551415254e-08
GGA1	1.137208464648761e-07
GGA2	1.3555935573459194e-07
GGA3	1.1842776193066166e-07
GGCX	6.009546215235193e-08
GGH	2.284818617317268e-07
GGN	1.9669229141071656e-07
GGNBP1	2.2049979803516973e-08
GGNBP2	1.27130395837467e-07
GGPS1	5.1690207937113055e-09
GGT1	5.93471837804647e-06
GGT2	0.0
GGT5	3.6439542788309655e-08
GGT7	0.0
GGTLC1	2.909354455747971e-06
GH1	3.45822956103215e-08
GH2	3.0030625605342785e-08
GHITM	4.0152944872707374e-08
GHR	2.3581911032437666e-08
GHRH	1.887222787550947e-08
GHRHR	9.595414225548713e-09
GHRL	6.40041881239196e-08
GHSR	2.9497669130394235e-08
GID4	1.324506832653314e-07
GID8	1.9032778892940495e-07
GIF	1.136639321996272e-08
GIGYF1	1.3057961147341986e-07
GIGYF2	1.8131754642025942e-07
GIMAP5	9.75426081706445e-08
GIN1	5.742675124421812e-08
GINS1	1.2326934748629064e-08
GINS2	1.0037827114222105e-08
GINS3	9.266616116700326e-09
GINS4	2.6871525933085938e-09
GIP	3.85598652838653e-07
GIPC1	1.6598490803819028e-07
GIPC2	1.227870897106142e-07
GIPC3	6.883196048134148e-08
GIPR	1.4793475094118984e-08
GIT1	1.613122388197784e-07
GIT2	6.269724597734019e-08
GIYD1	0.0
GJA1	1.1931512534931632e-07
GJA10	8.656923528402513e-08
GJA3	1.1832293003280964e-07
GJA4	6.01990569634141e-08
GJA5	1.864970924566969e-07
GJA8	1.1588390747062871e-07
GJA9	3.496004193281791e-11
GJB1	2.0427611980945007e-07
GJB2	2.4245064539615796e-07
GJB3	1.22680358484461e-07
GJB4	1.0649841022517835e-07
GJB5	1.0880739673281178e-07
GJB6	2.851383535459406e-07
GJB7	8.656923528402513e-08
GJC1	1.163779180097954e-07
GJC2	1.3566331572122097e-07
GJC3	4.547437721283363e-08
GJD2	8.022124499322652e-08
GJD3	1.358378839078578e-07
GJD4	3.496004193281791e-11
GJE1	5.0178465026050327e-08
GK	4.617799891403277e-08
GK2	4.617799891403276e-08
GKAP1	1.7759164652070364e-07
GKN2	0.0
GLB1	7.606575121731484e-08
GLB1L2	1.0051443890671027e-06
GLCCI1	9.39709369816783e-09
GLCE	3.350693457376926e-08
GLDC	3.4130842912067747e-07
GLDN	7.657393360299042e-08
GLE1	1.1077689914262067e-07
GLG1	1.159881179758504e-07
GLI1	1.3970322942833434e-07
GLI2	1.1819337626712054e-07
GLI3	1.1628635202686673e-07
GLIPR2	5.396054087781562e-08
GLIS2	1.1860360483756729e-07
GLIS3	1.7206959597603574e-07
GLMN	1.1686414687587788e-07
GLMP	4.9243169025025414e-08
GLO1	7.327067551384316e-08
GLP1R	7.824103438406013e-08
GLP2R	4.2586140259303764e-08
GLRA1	1.6646444317767675e-09
GLRA2	4.5947414647442017e-07
GLRA3	7.756954472719197e-08
GLRB	4.910705192995666e-07
GLRX	4.4852577617652975e-07
GLRX2	5.457860575167362e-08
GLRX3	2.717915734634841e-07
GLRX5	1.72096261857749e-07
GLS	1.4286079201840763e-07
GLS2	2.0336358732004225e-07
GLTSCR2	1.608842693767855e-07
GLUD1	2.73651542157656e-07
GLUD2	2.87441274211062e-07
GLUL	2.2346560986512336e-07
GLYAT	1.0825962161930738e-07
GLYCAM1	2.3268090680063357e-08
GLYCTK	7.908759007697519e-09
GLYR1	5.802492924236952e-08
GM2A	7.882818236007042e-08
GMCL1	2.0283243175069312e-07
GMCL2	1.340640639096841e-07
GMEB1	6.900135848147772e-08
GMEB2	1.0707599331880925e-07
GMFB	6.226255632745096e-08
GMFG	1.301687817993132e-07
GMIP	2.2440662364297496e-08
GML	5.601313480156723e-08
GMNC	9.009757306265158e-08
GMNN	5.7141373200315886e-08
GMPPA	1.897201336888817e-09
GMPPB	1.728131256258676e-07
GMPS	1.0374606462969361e-07
GNA11	4.3053201944934587e-08
GNA12	7.986346779877377e-08
GNA13	9.476905334138657e-08
GNA14	3.334457894057657e-08
GNA15	3.92899969162374e-08
GNAI1	6.10591852898242e-08
GNAI2	8.415686787872012e-08
GNAI3	5.739645035807981e-08
GNAL	1.2714711598894436e-08
GNAO1	4.4450154146122825e-08
GNAQ	5.0618973615930244e-08
GNAS	5.736800543419597e-08
GNAT1	2.440523170269564e-08
GNAT2	2.2497568223574173e-08
GNAT3	3.282403177260563e-08
GNAZ	4.4138806681054565e-08
GNB1	7.400585166357291e-08
GNB2	6.986527807375628e-08
GNB2L1	1.9792401916944135e-07
GNB3	5.020512011888181e-08
GNB4	4.490174356510497e-08
GNB5	5.3538563180822857e-08
GNE	2.7356430250190557e-07
GNG10	3.0199594232803666e-08
GNG11	7.422222701187427e-08
GNG12	4.8500326029487515e-08
GNG13	3.9049428199031585e-08
GNG2	6.242090791233518e-08
GNG3	3.334532124755193e-08
GNG4	3.5790664810531927e-08
GNG5	3.2610614994277895e-08
GNG7	5.523466162802679e-08
GNG8	3.221663146342018e-08
GNGT1	4.063789299639173e-08
GNGT2	3.1220475088780276e-08
GNL1	1.6796531799407397e-07
GNL2	2.7283418489175365e-08
GNL3	1.7018911245149776e-07
GNL3L	3.0147853343894126e-07
GNLY	4.6109562602738415e-08
GNMT	2.7233692373235133e-07
GNPAT	1.6641391763025836e-07
GNPDA1	3.403053928484198e-07
GNPDA2	0.0
GNPNAT1	2.567863827271524e-07
GNPTAB	0.0
GNPTG	4.2232943231290765e-06
GNRH1	5.652022222619777e-08
GNRH2	4.553743105372817e-08
GNRHR	2.3117670232365996e-08
GNRHR2	1.178211310149283e-08
GNS	3.0218317970499426e-08
GOLGA1	4.3170920614429776e-08
GOLGA2	2.0373961204182388e-07
GOLGA3	2.523972711322402e-07
GOLGA4	1.360692969438308e-07
GOLGA5	1.5481129298580193e-07
GOLGA6A	6.614597049251965e-08
GOLGA6B	4.999013380461512e-08
GOLGA6C	4.999013380461513e-08
GOLGA6D	4.999013380461512e-08
GOLGA7	7.445045643724325e-08
GOLGA8A	5.461406583411554e-08
GOLGA8B	1.5829666471054598e-07
GOLGA8CP	4.999013380461512e-08
GOLGA8DP	4.999013380461513e-08
GOLGA8F	4.999013380461514e-08
GOLGA8H	4.999013380461514e-08
GOLGA8IP	4.999013380461515e-08
GOLGA8J	4.999013380461514e-08
GOLGA8K	4.999013380461515e-08
GOLGA8M	4.999013380461514e-08
GOLGA8N	4.999013380461515e-08
GOLGA8O	4.999013380461514e-08
GOLGA8R	4.999013380461515e-08
GOLGA8S	4.999013380461514e-08
GOLGA8T	4.9990133804615164e-08
GOLGB1	1.547165380336325e-07
GOLIM4	1.8430683140140688e-08
GOLM1	3.166723071172993e-07
GOLPH3	1.7328192902465322e-07
GOLPH3L	1.7836792503825737e-07
GOLT1B	3.3557601475549514e-07
GOPC	3.081322872973529e-07
GORAB	1.007373542259939e-07
GORASP1	1.23964117872349e-07
GORASP2	2.188453982269241e-07
GOSR1	7.977459431704624e-08
GOSR2	1.1576806249067927e-07
GOT1	1.292303339146726e-06
GOT1L1	1.186125167114691e-08
GOT2	3.257868185073236e-07
GP1BA	8.46269389242373e-08
GP1BB	8.961253543365591e-08
GP2	3.8797557183192705e-07
GP5	9.971812222017655e-08
GP6	6.092121044428468e-08
GP9	5.488380274017553e-08
GPAA1	1.6048816677123252e-07
GPAM	1.941639628386919e-07
GPAT2	2.7503258940745844e-07
GPATCH1	3.757912584829036e-09
GPATCH3	4.475521711779809e-08
GPATCH8	8.591586946347996e-09
GPBAR1	1.781446974353657e-08
GPBP1	3.055509194834748e-08
GPBP1L1	1.338079751146278e-07
GPC1	1.2087493056943546e-07
GPC2	4.5315842492094845e-08
GPC3	1.5504245839054634e-07
GPC4	1.996150933919865e-07
GPC5	4.162533114571776e-08
GPC6	3.212499581526062e-08
GPCPD1	2.3409177672049587e-08
GPD1	1.8814596654272647e-07
GPD1L	1.9319198086148447e-07
GPD2	3.2069400781536527e-07
GPER	9.727714628619642e-08
GPER1	5.439998824573209e-08
GPHA2	1.0005889553211333e-08
GPHB5	1.8720640044569362e-08
GPHN	3.7143914687174e-07
GPI	2.157572124465425e-07
GPIHBP1	1.9084133885362166e-07
GPKOW	4.08937079398334e-08
GPLD1	8.715999484782727e-07
GPM6A	1.0508337861469169e-07
GPM6B	1.7375892247516502e-07
GPN1	8.435220379677001e-08
GPN2	8.59794934015853e-08
GPN3	5.1223105991720057e-08
GPNMB	6.686704079768195e-08
GPR1	9.391217678050374e-08
GPR107	7.6886897365461e-08
GPR119	2.531428491621072e-08
GPR12	6.1252250561947e-08
GPR125	2.9789645991586002e-08
GPR132	2.7005723840701553e-08
GPR135	4.6255873616327656e-07
GPR143	5.445894454360749e-08
GPR148	5.290015844703617e-08
GPR15	1.953873414263235e-08
GPR150	1.9740480777429194e-08
GPR151	0.0
GPR15L	0.0
GPR161	1.3386341347861986e-07
GPR17	1.5022643476433124e-08
GPR176	1.781446974353657e-08
GPR177	6.142793882149913e-08
GPR18	1.3696933681271971e-08
GPR183	6.982447441145769e-08
GPR20	1.3532870483500387e-08
GPR21	1.6100164391137887e-07
GPR22	2.4404528106771402e-08
GPR25	6.434336915608235e-08
GPR26	4.750479697070397e-09
GPR27	1.781446974353657e-08
GPR3	5.239709419958592e-08
GPR31	9.295472343222235e-09
GPR32	3.7110035568240914e-08
GPR32P1	2.8983719424310785e-08
GPR33	2.8983719424310785e-08
GPR35	1.9349418811973467e-08
GPR37	1.6745780970818787e-07
GPR37L1	1.5132117584338825e-07
GPR39	9.81891479970786e-09
GPR4	9.847697546569444e-09
GPR45	3.380102910493085e-08
GPR50	3.926037565443297e-08
GPR52	4.5006436417084595e-08
GPR55	9.849543910106707e-09
GPR6	6.125225056194701e-08
