gene	bridging
ARHGAP33	1.4126300246662094e-08
ARHGAP35	4.905821606126152e-08
ARHGAP36	1.0091881748122485e-08
ARHGAP39	1.235174032143164e-08
ARHGAP4	2.1021924100659404e-08
ARHGAP40	1.0091881748122485e-08
ARHGAP44	1.1823657486597443e-08
ARHGAP45	1.0091881748122485e-08
ARHGAP5	5.740541291168553e-08
ARHGAP6	4.491272600745389e-08
ARHGAP8	3.593049301846297e-08
ARHGAP9	1.2400152258047503e-07
ARHGDIA	7.887065525264127e-08
ARHGDIB	6.159896531926919e-08
ARHGDIG	7.498353190120007e-08
ARHGEF1	7.581843401268887e-08
ARHGEF10	1.999394814326751e-07
ARHGEF10L	1.049024153280921e-07
ARHGEF11	7.525128292892775e-08
ARHGEF12	6.103203861103343e-08
ARHGEF15	1.241542015334983e-07
ARHGEF16	1.4069480830494901e-08
ARHGEF17	1.788856930317459e-08
ARHGEF18	6.284706486735817e-08
ARHGEF19	2.1446204649702234e-08
ARHGEF2	8.058913261014908e-08
ARHGEF25	4.95663551343971e-08
ARHGEF26	1.0091881748122485e-08
ARHGEF28	7.477478625706637e-08
ARHGEF3	1.958267534189082e-08
ARHGEF4	3.506025699933585e-08
ARHGEF5	5.036077277434523e-08
ARHGEF6	8.326340696452618e-08
ARHGEF7	9.066413390503204e-08
ARHGEF9	1.346611463267277e-07
ARID1A	3.145558946888545e-08
ARID1B	5.6652566289414745e-08
ARID2	7.305899935175328e-08
ARID3A	5.6213488007157056e-08
ARID3B	5.735292094435069e-08
ARID3C	3.587010914315363e-08
ARID4A	2.6672363738907807e-08
ARID4B	3.881014005644872e-08
ARID5A	1.1207398017417649e-07
ARID5B	2.2636006822881864e-08
ARIH1	9.971707449645457e-08
ARIH2	1.7365808667892144e-07
ARL1	7.850891365618981e-08
ARL11	7.908759007697519e-09
ARL13B	8.145845432680575e-08
ARL14	2.2188627056624647e-08
ARL15	1.9023147840829187e-07
ARL17A	9.418790923091628e-08
ARL2	1.5932643086746124e-07
ARL2-SNX15	2.610755560316152e-08
ARL2BP	8.053703850547085e-08
ARL3	2.4406797236170524e-07
ARL4A	1.2764521639100906e-07
ARL4C	1.715974005820134e-07
ARL4D	2.2854323807865532e-07
ARL5A	1.588202137209626e-07
ARL5B	2.643380149335341e-07
ARL6	2.81510469209915e-07
ARL6IP1	7.468278588941581e-07
ARL6IP4	6.489810865556367e-07
ARL6IP5	8.635909578454973e-07
ARL6IP6	1.8039334078136826e-07
ARL8A	1.2126557457943485e-08
ARL8B	2.006824398119505e-07
ARMC10	8.647759693386769e-08
ARMC7	1.138936021171974e-07
ARMC8	2.9429060163767283e-08
ARMCX2	6.949971629287144e-08
ARMCX3	9.795205903179029e-08
ARMT1	7.459624067268278e-08
ARNT	5.245585000674851e-08
ARNT2	8.532951020582658e-08
ARNTL	3.4162341278034156e-08
ARNTL2	2.77395299133881e-08
ARPC1A	8.348976739719151e-08
ARPC1B	7.226905366291867e-08
ARPC2	6.567408894452112e-08
ARPC3	7.613695831173533e-08
ARPC4	7.541822977862529e-08
ARPC4-TTLL3	5.115718868296981e-08
ARPC5	6.597321326396277e-08
ARPC5L	5.2513010168084224e-08
ARPIN-AP3S2	3.689102865210864e-08
ARPP19	4.556251835160321e-08
ARR3	7.353641959457147e-08
ARRB1	9.020124323677746e-08
ARRB2	1.0524484127899883e-07
ARRDC1	4.2380465101715845e-08
ARRDC3	3.284367695542035e-07
ARRDC4	4.185345367250765e-08
ARSA	4.806088937484696e-07
ARSB	2.814477370901883e-07
ARSD	0.0
ARSE	9.718943971312159e-07
ARSF	6.466612791032137e-07
ARSG	0.0
ARSH	0.0
ARSI	0.0
ARSJ	0.0
ARSK	0.0
ART1	3.017514232600875e-07
ART3	1.6623389798011254e-09
